"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","ICE_ACCR_ON_SHIP","THICKNESS_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"1701631","2021-09-28T17:00:00","23.75","-70.71",,,"1","4","2","5",,,"11",,,,,,,,,"10138",,,"8",,,,,"9","320",,,,,,,,,,,,,"242","30","798","172","7","0",,"2","3FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"1701634","2021-09-28T17:00:00","29.16","-72.00",,,"1","4","2","5",,,"11",,,,,,,,,"10157",,,"8",,,,,"9","287",,,,,,,,,,,,,"242","92","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"3FOC5","2021-09-28T17:00:00","26.10","-79.20",,,"1","5","2","5","9",,"1",,,,,,,,,"10191","8","8","8","276",,"223","199",,,,,"A",,"A","A",,,,,,,"242","69","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"4100010","2021-09-28T17:00:00","28.90","-78.50",,,"1","4",,"0",,,"11","0","40","1","40",,,,,"10172","8","10",,"266",,,"181","1","290",,,,,,,,,,,,,"242","88","793","103","6","1","2","2","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,,,"4"
"4100047","2021-09-28T17:00:00","27.50","-71.50",,,"1","4",,"0",,,"11","0","60","1","40",,,,,"10137","8","11",,"274",,,"210","1","294",,,,,,,,,,,,,"242","71","793","103","6","1","2","2","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,,,"4"
"4101558","2021-09-28T17:00:00","23.66","-75.29",,,"1","3","2","5",,,"11",,,,,,,,,"10140",,,,,,,,,,,,,,,,,,,,,,"242","35","798","172","7","0",,"2","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"4101570","2021-09-28T17:00:00","29.40","-78.64",,,"1","4","2","5",,,"11",,,,,,,,,"10170",,,"8",,,,,"9","284",,,,,,,,,,,,,"242","98","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"4401556","2021-09-28T17:00:00","21.20","-73.02",,,"1","3","2","5",,,"11",,,,,,,,,"10125",,,,,,,,,,,,,,,,,,,,,,"242","13","798","172","7","0",,"2","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"4401562","2021-09-28T17:00:00","29.34","-71.98",,,"1","4","2","5",,,"11",,,,,,,,,"10152",,,"8",,,,,"9","287",,,,,,,,,,,,,"242","91","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"4401867","2021-09-28T17:00:00","29.57","-79.68",,,"1","4","2","5",,,"11",,,,,,,,,"10172",,,"8",,,,,"9","291",,,,,,,,,,,,,"242","99","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"6202646","2021-09-28T17:00:00","21.17","-73.03",,,"1","3","2","5",,,"11",,,,,,,,,"10126",,,,,,,,,,,,,,,,,,,,,,"242","13","798","172","7","0",,"2","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"6203636","2021-09-28T17:00:00","23.18","-75.08",,,"1","3","2","5",,,"11",,,,,,,,,"10136",,,,,,,,,,,,,,,,,,,,,,"242","35","798","172","7","0",,"2","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"C6FV9","2021-09-28T17:00:00","26.40","-79.20",,,"1","6","2","5","4","2","1",,"10","4","93","1","98",,,"10147","8","10","8","270",,,,"1","310","2","2","A","A","A","A",,,,,,,"242","69","798","172","5","1","2","2","11111F","111AA11AA11AA1",,"5",,,,,,,,,,,,,
"EUCDE27","2021-09-28T17:00:00","22.87","-72.31",,,"1","5","2","5","7","3","1",,,,,,,,,"10138","7","6","8","297",,,"228",,,,,,,,,,,,,,,"242","22","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"H3WI","2021-09-28T17:00:00","24.50","-75.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10144","8","11","8",,,"276","243",,,,,"A",,"A","A",,,,,,,"242","45","798","172","5","1","2","2","F7FF14","1AAAA1666A8AA1",,"5",,,,,,,,,,,,,
"J8QX9","2021-09-28T17:00:00","24.90","-75.10",,,"1","6","2","5","7","4","1",,"10","4","51",,,"3","2","10135","7","11","8","311",,"261","240","1","310","5","5","2","5","6","4",,,,,,,"242","45","798","172","5","1","2","2","111111","11A11111111AA1",,"5",,"2",,,,,,,,,,,
"J8QY2","2021-09-28T17:00:00","23.50","-74.10",,,"1","6","2","5","7","2","1",,"60","4","15","1","97",,"0","10126","6","9","8","290",,"280","277","1","310","2","2","1","2","4","5",,"1","1",,,,"242","34","798","172","5","1","2","2","111111","111A11111111A1",,"5",,"0",,,,,,,,,,,
"SPGF1","2021-09-28T17:00:00","26.70","-78.99",,,"1","4","2","5",,,"5","0","20","4","36",,,,,"10168","8","7",,"274",,,,,,,,,,,,,,,,,,"242","68","795","103","13","1","2","2","F1111F","11AAA11AAAAAA1","31",,"6",,,,,,,,,,,,"4"
"4100010","2021-09-28T17:10:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","26",,"45",,,,,"10171",,,"8","266",,,"183","9","290",,,,,,,,,,,,,"242","88","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-28T17:10:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","59",,"43",,,,,"10137",,,"8","274",,,"210","9","294",,,,,,,,,,,,,"242","71","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100010","2021-09-28T17:20:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","32",,"43",,,,,"10170",,,"8","266",,,"186","9","290",,,,,,,,,,,,,"242","88","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-28T17:20:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","57",,"44",,,,,"10136",,,"8","274",,,"210","9","294",,,,,,,,,,,,,"242","71","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100010","2021-09-28T17:30:00","28.88","-78.48",,,"1","5","2","5",,,"11",,"20",,"45",,,,,"10169",,,"8","266",,,"185","9","290",,,,,,,,,,,,,"242","88","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-28T17:30:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","59",,"42",,,,,"10135",,,"8","274",,,"211","9","294",,,,,,,,,,,,,"242","71","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100010","2021-09-28T17:40:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","28",,"44",,,,,"10168",,,"8","266",,,"185","9","290",,,,,,,,,,,,,"242","88","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-28T17:40:00","27.46","-71.47",,,"1","5","2","5",,,"11",,"50",,"44",,,,,"10134",,,"8","274",,,"212","9","294",,,,,,,,,,,,,"242","71","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100010","2021-09-28T17:50:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","42",,"43",,,,,"10167",,,"8","266",,,"184","9","290",,,,,,,,,,,,,"242","88","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-28T17:50:00","27.50","-71.50",,,"1","4",,"0",,,"11","0","60","1","50",,,,,"10133",,,,"274",,,"209","1","294",,,,,,,,"4","1","6","8","2","242","71","793","103","6","1","2","2","111111","11AAA11A11A11A",,,"6",,,,,,,,,,,,"4"
"WDJ4838","2021-09-28T17:53:00","21.70","-70.03",,,"1","5","2","5","9",,"1","5","135",,"118",,,,,"10120",,,,,,,,,,,,,,,,,,,,,,"242","10","798","172","5","0",,"2","FF111F","11AAA1AAAAAAAA",,"5",,,,,,,,,,,,,
"1301578","2021-09-28T18:00:00","26.92","-70.64",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,,"242","60","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1701631","2021-09-28T18:00:00","23.75","-70.70",,,"1","4","2","5",,,"11",,,,,,,,,"10132",,,"8",,,,,"9","316",,,,,,,,,,,,,"242","30","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"1701634","2021-09-28T18:00:00","29.15","-72.01",,,"1","4","2","5",,,"11",,,,,,,,,"10153",,,"8",,,,,"9","290",,,,,,,,,,,,,"242","92","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"3FOC5","2021-09-28T18:00:00","26.00","-79.40",,,"1","5","2","5","5","2","1",,,,,,,,,"10183","8","15","8","276",,"226","204",,,,,"A",,"A","A",,,,,,,"242","69","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"4100010","2021-09-28T18:00:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","34",,"43",,,,,"10166",,,"8","266",,,"183","9","290",,,,,,,,,,,,,"242","88","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-28T18:00:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","63",,"42",,,,,"10133",,,"8","275",,,"210","9","294",,,,,,,,,,,,,"242","71","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4101570","2021-09-28T18:00:00","29.38","-78.64",,,"1","4","2","5",,,"11",,,,,,,,,"10164",,,"8",,,,,"9","285",,,,,,,,,,,,,"242","98","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"4102527","2021-09-28T18:00:00","28.62","-75.53",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,,"242","85","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4401556","2021-09-28T18:00:00","21.20","-73.02",,,"1","3","2","5",,,"11",,,,,,,,,"10119",,,,,,,,,,,,,,,,,,,,,,"242","13","798","172","7","0",,"2","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"4401562","2021-09-28T18:00:00","29.33","-71.98",,,"1","4","2","5",,,"11",,,,,,,,,"10147",,,"8",,,,,"9","287",,,,,,,,,,,,,"242","91","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"4401867","2021-09-28T18:00:00","29.62","-79.68",,,"1","4","2","5",,,"11",,,,,,,,,"10166",,,"8",,,,,"9","292",,,,,,,,,,,,,"242","99","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"6202646","2021-09-28T18:00:00","21.17","-73.03",,,"1","3","2","5",,,"11",,,,,,,,,"10121",,,,,,,,,,,,,,,,,,,,,,"242","13","798","172","7","0",,"2","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"6203636","2021-09-28T18:00:00","23.18","-75.08",,,"1","3","2","5",,,"11",,,,,,,,,"10130",,,,,,,,,,,,,,,,,,,,,,"242","35","798","172","7","0",,"2","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"9HJB9","2021-09-28T18:00:00","26.00","-79.30",,,"1","6","2","5","2","2","1",,"350","3","51","1","99",,"0","10152",,,"8","326",,,"184","7","288","2","2","1","7","0","0",,,,,,,"242","69","798","172","5","1","2","2","131114","111A111A111AAA",,"5",,"0",,,,,,,,,,,
"C6FV9","2021-09-28T18:00:00","26.40","-79.00",,,"1","6","2","5","3","2","1",,"20","4","67","1","98",,,"10137","8","19","8","280",,,,"1","310","2","2","A","A","A","A",,,,,,,"242","69","798","172","5","1","2","2","11111F","111AA11AA11AA1",,"5",,,,,,,,,,,,,
"EUCDE27","2021-09-28T18:00:00","23.00","-72.49",,,"1","5","2","5","7","3","1",,,,,,,,,"10131","7","17","8","291",,,"230",,,,,,,,,,,,,,,"242","32","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"H3VU","2021-09-28T18:00:00","28.50","-78.70",,,"1","5","2","5","5","3","1",,,,,,,,,"10164",,,"8","278",,"222","196",,,,,"A",,"A","A",,,,,,,"242","88","798","172","5","1","2","2","F1FF11","1AAAA1111A8AAA",,"5",,,,,,,,,,,,,
"H3WI","2021-09-28T18:00:00","24.50","-75.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10140","8","15","8",,,"281","252",,,,,"A",,"A","A",,,,,,,"242","45","798","172","5","1","2","2","F7FF14","1AAAA1666A8AA1",,"5",,,,,,,,,,,,,
"SPGF1","2021-09-28T18:00:00","26.70","-78.99",,,"1","4","2","5",,,"5","0","20","4","36",,,,,"10160","8","16",,"274",,,,,,,,,,,,,,,,,,"242","68","795","103","13","1","2","2","F1111F","11AAA11AAAAAA1","31",,"6",,,,,,,,,,,,"4"
"VRTV5","2021-09-28T18:00:00","20.00","-73.50",,,"1","6","2","5","5","3","1",,"40","4","41","1","98","2","1","10124","6","17","8","305",,"260","241","1","307","4","2","3","6","6","0",,"1","1","5","2","1","242","3","798","172","5","1","2","2","111111","11111111111111",,"5",,"1",,,,,,,,,,,
"4100010","2021-09-28T18:10:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","39",,"48",,,,,"10165",,,"8","267",,,"187","9","290",,,,,,,,,,,,,"242","88","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-28T18:10:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","56",,"45",,,,,"10131",,,"8","275",,,"211","9","294",,,,,,,,,,,,,"242","71","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"WDJ4838","2021-09-28T18:17:00","21.80","-70.15",,,"1","5","2","5","9",,"1","5","133",,"123",,,,,"10120",,,"8","318",,,,,,,,,,,,,,,,,,"242","10","798","172","5","0",,"2","F3111F","11AAA11AAAAAAA",,"5",,,,,,,,,,,,,
"4100010","2021-09-28T18:20:00","28.88","-78.48",,,"1","5","2","5",,,"11",,"30",,"51",,,,,"10163",,,"8","266",,,"188","9","290",,,,,,,,,,,,,"242","88","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-28T18:20:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","55",,"43",,,,,"10130",,,"8","275",,,"211","9","294",,,,,,,,,,,,,"242","71","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100010","2021-09-28T18:30:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","33",,"49",,,,,"10162",,,"8","267",,,"189","9","290",,,,,,,,,,,,,"242","88","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-28T18:30:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","61",,"42",,,,,"10129",,,"8","275",,,"210","9","295",,,,,,,,,,,,,"242","71","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100010","2021-09-28T18:40:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","26",,"53",,,,,"10160",,,"8","267",,,"195","9","290",,,,,,,,,,,,,"242","88","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-28T18:40:00","27.46","-71.47",,,"1","5","2","5",,,"11",,"50",,"42",,,,,"10129",,,"8","276",,,"215","9","295",,,,,,,,,,,,,"242","71","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100010","2021-09-28T18:50:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","28",,"52",,,,,"10158",,,"8","265",,,"200","9","290",,,,,,,,,,,,,"242","88","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-28T18:50:00","27.50","-71.50",,,"1","4",,"0",,,"11","0","60","1","40",,,,,"10128",,,,"275",,,"211","1","294",,,,,,,,"4","1","10","12","2","242","71","793","103","6","1","2","2","111111","11AAA11A11A11A",,,"6",,,,,,,,,,,,"4"
"4102528","2021-09-28T18:58:00","24.82","-71.97",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"242","41","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,
"4102530","2021-09-28T18:59:00","25.70","-74.45",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"242","54","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,
"WDJ4838","2021-09-28T18:59:00","21.96","-70.35",,,"1","5","2","5","9",,"1","5","134",,"118",,,,,"10100",,,"8","310",,,,,,,,,,,,,,,,,,"242","10","798","172","5","0",,"2","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,,,,,,
"1301578","2021-09-28T19:00:00","26.92","-70.63",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,,"242","60","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1701631","2021-09-28T19:00:00","23.74","-70.69",,,"1","4","2","5",,,"11",,,,,,,,,"10131",,,"8",,,,,"9","312",,,,,,,,,,,,,"242","30","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"1701634","2021-09-28T19:00:00","29.15","-72.03",,,"1","4","2","5",,,"11",,,,,,,,,"10148",,,"8",,,,,"9","288",,,,,,,,,,,,,"242","92","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"3FOC5","2021-09-28T19:00:00","25.90","-79.60",,,"1","5","2","5","5","3","1",,,,,,,,,"10177","6","20","8","277",,"224","200",,,,,"A",,"A","A",,,,,,,"242","59","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"4100010","2021-09-28T19:00:00","28.90","-78.50",,,"1","4",,"0",,,"11","0","50","1","50",,,,,"10158","8","21",,"265",,,"203","1","290",,,,,,,,,,,,,"242","88","793","103","6","1","2","2","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,,,"4"
"4100047","2021-09-28T19:00:00","27.50","-71.50",,,"1","4",,"0",,,"11","0","50","1","50",,,,,"10128","7","14",,"275",,,"213","1","295",,,,,,,,,,,,,"242","71","793","103","6","1","2","2","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,,,"4"
"4101570","2021-09-28T19:00:00","29.37","-78.64",,,"1","4","2","5",,,"11",,,,,,,,,"10156",,,"8",,,,,"9","285",,,,,,,,,,,,,"242","98","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"4401556","2021-09-28T19:00:00","21.20","-73.02",,,"1","3","2","5",,,"11",,,,,,,,,"10117",,,,,,,,,,,,,,,,,,,,,,"242","13","798","172","7","0",,"2","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"4401562","2021-09-28T19:00:00","29.33","-71.99",,,"1","4","2","5",,,"11",,,,,,,,,"10143",,,"8",,,,,"9","287",,,,,,,,,,,,,"242","91","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"4401867","2021-09-28T19:00:00","29.66","-79.68",,,"1","4","2","5",,,"11",,,,,,,,,"10157",,,"8",,,,,"9","292",,,,,,,,,,,,,"242","99","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"6202646","2021-09-28T19:00:00","21.17","-73.03",,,"1","3","2","5",,,"11",,,,,,,,,"10118",,,,,,,,,,,,,,,,,,,,,,"242","13","798","172","7","0",,"2","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"6203636","2021-09-28T19:00:00","23.18","-75.08",,,"1","3","2","5",,,"11",,,,,,,,,"10125",,,,,,,,,,,,,,,,,,,,,,"242","35","798","172","7","0",,"2","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"C6FV9","2021-09-28T19:00:00","26.30","-78.90",,,"1","6","2","5","3","2","1",,"10","4","72","1","98",,,"10132","8","23","8","280",,,,"1","310","2","2","A","A","A","A",,,,,,,"242","68","798","172","5","1","2","2","11111F","111AA11AA11AA1",,"5",,,,,,,,,,,,,
"C6SY3","2021-09-28T19:00:00","24.00","-74.50",,,"1","6","2","5","9","0","1",,"20","4","77","1","98","2","0","10186","4","0","8","310",,,,"7","300","4",,"4","5","6","A",,"10","1",,,,"242","44","798","172","5","1","2","2","11111F","1111111AA111A1",,"5",,"0",,,,,,,,,,,
"EUCDE27","2021-09-28T19:00:00","23.13","-72.66",,,"1","5","2","5","7","3","1",,,,,,,,,"10128","7","17","8","289",,,"225",,,,,,,,,,,,,,,"242","32","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"H3WI","2021-09-28T19:00:00","24.50","-75.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10135","6","18","8",,,"273","242",,,,,"A",,"A","A",,,,,,,"242","45","798","172","5","1","2","2","F7FF14","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"J8QY2","2021-09-28T19:00:00","23.70","-74.30",,,"1","6","2","5","7","2","1",,"60","4","26","1","97",,"0","10118","7","18","8","290",,"280","277","1","320","3","3","4","5","4","5",,"1","1",,,,"242","34","798","172","5","1","2","2","311111","111A11111111A1",,"5",,"0",,,,,,,,,,,
"SPGF1","2021-09-28T19:00:00","26.70","-78.99",,,"1","4","2","5",,,"5","0","30","4","46",,,,,"10154","6","22",,"274",,,,,,,,,,,,,,,,,,"242","68","795","103","13","1","2","2","F1111F","11AAA11AAAAAA1","31",,"6",,,,,,,,,,,,"4"
"ZCDF4","2021-09-28T19:00:00","25.70","-78.40",,,"1","6","2","5","9","0","1",,"80","4","51","1","98","2",,"10145","6","10","8","280",,"220","188","1","300","3","2","2","6","4","0",,,,,,,"242","58","798","172","5","1","2","2","111112","1111A111111AA1",,"5",,,,,,,,,,,,,
"WDJ4838","2021-09-28T19:02:00","21.97","-70.37",,,"1","5","2","5","9",,"1","5","133",,"118",,,,,"10110",,,"8","311",,,,,,,,,,,,,,,,,,"242","10","798","172","5","0",,"2","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,,,,,,
"4100010","2021-09-28T19:10:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","33",,"58",,,,,"10156",,,"8","265",,,"207","9","290",,,,,,,,,,,,,"242","88","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-28T19:10:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","46",,"46",,,,,"10128",,,"8","275",,,"212","9","295",,,,,,,,,,,,,"242","71","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100010","2021-09-28T19:20:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","39",,"53",,,,,"10155",,,"8","265",,,"206","9","290",,,,,,,,,,,,,"242","88","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-28T19:20:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","58",,"47",,,,,"10128",,,"8","275",,,"212","9","295",,,,,,,,,,,,,"242","71","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"WDJ4838","2021-09-28T19:20:00","22.04","-70.45",,,"1","5","2","5","9",,"1","5","134",,"123",,,,,"10110",,,,,,,,,,,,,,,,,,,,,,"242","20","798","172","5","0",,"2","FF111F","11AAA1AAAAAAAA",,"5",,,,,,,,,,,,,
"4100010","2021-09-28T19:30:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","36",,"59",,,,,"10154",,,"8","265",,,"207","9","290",,,,,,,,,,,,,"242","88","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-28T19:30:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","53",,"43",,,,,"10127",,,"8","275",,,"213","9","295",,,,,,,,,,,,,"242","71","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100010","2021-09-28T19:40:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","35",,"59",,,,,"10153",,,"8","264",,,"206","9","290",,,,,,,,,,,,,"242","88","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-28T19:40:00","27.46","-71.47",,,"1","5","2","5",,,"11",,"50",,"42",,,,,"10126",,,"8","275",,,"213","9","295",,,,,,,,,,,,,"242","71","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100010","2021-09-28T19:50:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","34",,"69",,,,,"10152",,,"8","265",,,"208","9","290",,,,,,,,,,,,,"242","88","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-28T19:50:00","27.50","-71.50",,,"1","4",,"0",,,"11","0","50","1","40",,,,,"10126",,,,"275",,,"213","1","295",,,,,,,,"4","1","7","8","2","242","71","793","103","6","1","2","2","111111","11AAA11A11A11A",,,"6",,,,,,,,,,,,"4"
"4102525","2021-09-28T19:55:00","27.79","-75.06",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","277",,,,,,,,,,,,,"242","75","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1301578","2021-09-28T20:00:00","26.92","-70.63",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,,"242","60","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
