"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","CONCEN_OF_SEA_ICE","IND_FOR_PRECIP"
"EUCDE35","2021-09-22T12:00:00","22.53","39.10",,,"1","5","2","5","0","0","1",,,,,,,,,"10044","7","18","8","307",,,"284",,,,,,,,,,,,,,,"217","29","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE40","2021-09-22T12:00:00","28.17","33.37",,,"1","5","2","5","7","4","1",,,,,,,,,"10057","7","14",,,,,,,,,,,,,,,,,,,,"217","83","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"V7FQ8","2021-09-22T12:00:00","24.50","36.40",,,"1","6","2","5","3","4","1",,"330","4","57",,,,,"10086",,,"8","340","0","280","261","3","295",,,,,,,,,,,,,"217","46","798","172","5","0",,"2","131111","11AAA11111AAAA","5",,,,,,,,
"EUCDE35","2021-09-22T14:00:00","22.53","39.10",,,"1","5","2","5","0","0","1",,,,,,,,,"10044","7","7","8","321",,,"280",,,,,,,,,,,,,,,"217","29","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE40","2021-09-22T14:00:00","28.63","33.05",,,"1","5","2","5","7","4","1",,,,,,,,,"10053","7","4",,,,,,,,,,,,,,,,,,,,"217","83","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUCDE35","2021-09-22T15:00:00","22.53","39.10",,,"1","5","2","5","0","0","1",,,,,,,,,"10051","2","6","8","309",,,"277",,,,,,,,,,,,,,,"217","29","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE40","2021-09-22T15:00:00","28.88","32.94",,,"1","5","2","5","7","4","1",,,,,,,,,"10055","7","2",,,,,,,,,,,,,,,,,,,,"217","82","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUCDE35","2021-09-22T16:00:00","22.53","39.10",,,"1","5","2","5","0","0","1",,,,,,,,,"10060","2","17","8","304",,,"277",,,,,,,,,,,,,,,"217","29","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE40","2021-09-22T16:00:00","29.13","32.81",,,"1","5","2","5","7","4","1",,,,,,,,,"10070","2","16",,,,,,,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUCDE35","2021-09-22T17:00:00","22.53","39.10",,,"1","5","2","5","0","0","1",,,,,,,,,"10065","2","21","8","306",,,"274",,,,,,,,,,,,,,,"217","29","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE40","2021-09-22T17:00:00","29.39","32.67",,,"1","5","2","5","7","4","1",,,,,,,,,"10083","2","30",,,,,,,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"9V9404","2021-09-22T18:00:00","21.90","37.60",,,"1","6","2","5","9","0","1",,,,,"1","97","3",,"10140","4","0","8","300",,"280","273","7","290",,,"A",,"A","A",,,,,,,"217","17","798","172","5","1","2","1","11FF51","1A11A111118AA1","5",,,,,,,,
"DGZT2","2021-09-22T18:00:00","25.00","36.10",,,"1","6","2","5","7","3","1",,"360",,"41","1","98","2","0","10057","3","6","8","291",,,"253","1","300","0","0","0","9","0","0",,,,,,,"217","56","798","172","5","0",,"1","111111","1111111A111AA1","5",,"0",,,,,,
"DPCK","2021-09-22T18:00:00","20.00","39.10",,,"1","6","2","5","4","4","1",,"120","4","36",,,"2","2","10070","3","9","8","305",,,"271","3","310",,,,,,,,,,,,,"217","9","798","172","5","0",,"1","111111","11A1111A11AAA1","5",,"2",,,,,,
"EUCDE35","2021-09-22T18:00:00","22.53","39.10",,,"1","5","2","5","0","0","1",,,,,,,,,"10069","2","19","8","306",,,"274",,,,,,,,,,,,,,,"217","29","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE40","2021-09-22T18:00:00","29.64","32.56",,,"1","5","2","5","8","4","1",,,,,,,,,"10096","2","40",,,,,,,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"V7FQ8","2021-09-22T18:00:00","22.90","37.30",,,"1","6","2","5","3","4","1",,"320","4","31","1","97","5","0","10082","2","7","8","290","0","260","249","3","304","3","3","5","4","8","5",,,,,,,"217","27","798","172","5","0",,"1","111111","11111111111AA1","5",,"0",,,,,,
"EUCDE35","2021-09-22T19:00:00","22.53","39.10",,,"1","5","2","5","0","0","1",,,,,,,,,"10067","2","7","8","306",,,"272",,,,,,,,,,,,,,,"217","29","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE40","2021-09-22T19:00:00","29.80","32.55",,,"1","5","2","5","8","2","1",,,,,,,,,"10106","2","36",,,,,,,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUCDE35","2021-09-22T20:00:00","22.53","39.10",,,"1","5","2","5","0","0","1",,,,,,,,,"10058","7","7","8","308",,,"283",,,,,,,,,,,,,,,"217","29","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE40","2021-09-22T20:00:00","29.85","32.56",,,"1","5","2","5","3","0","1",,,,,,,,,"10112","2","29",,,,,,,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUCDE35","2021-09-22T21:00:00","22.53","39.10",,,"1","5","2","5","0","0","1",,,,,,,,,"10055","7","14","8","304",,,"284",,,,,,,,,,,,,,,"217","29","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE40","2021-09-22T21:00:00","29.85","32.56",,,"1","5","2","5","0","0","1",,,,,,,,,"10113","2","17",,,,,,,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUCDE35","2021-09-22T22:00:00","22.53","39.10",,,"1","5","2","5","0","0","1",,,,,,,,,"10054","7","13","8","303",,,"285",,,,,,,,,,,,,,,"217","29","798","172","5","0",,"1","F1FF13","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE40","2021-09-22T22:00:00","29.85","32.56",,,"1","5","2","5","0","0","1",,,,,,,,,"10112","2","6",,,,,,,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUCDE35","2021-09-22T23:00:00","22.53","39.10",,,"1","5","2","5","0","0","1",,,,,,,,,"10053","7","5","8","295",,,"277",,,,,,,,,,,,,,,"217","29","798","172","5","0",,"1","F1FF13","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE40","2021-09-22T23:00:00","29.85","32.56",,,"1","5","2","5","0","0","1",,,,,,,,,"10110","7","2",,,,,,,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"9HA4902","2021-09-23T00:00:00","21.80","38.40",,,"1","4","0","0","7","3","1","0","260","4","36",,"97",,,"10090","4","0","0","310","0","290","284",,"300","0","0","0","9","0","0",,"0","1","0",,,"217","18","992","114","5","1","2","1","111111","111AA111111131",,"1",,"0",,,,,"4"
"DGZT2","2021-09-23T00:00:00","26.30","35.10",,,"1","6","2","5","7","3","1",,"330",,"77","1","97","2","0","10061","0","1","8","283",,,"237","1","280","2",,"A","A","A","5","33","5","3",,,,"217","65","798","172","5","0",,"1","111111","1111111A1111A1","5",,"0",,,,,,
"EUCDE35","2021-09-23T00:00:00","22.53","39.10",,,"1","5","2","5","0","0","1",,,,,,,,,"10054","7","1","8","292",,,"273",,,,,,,,,,,,,,,"217","29","798","172","5","0",,"1","F1FF13","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE40","2021-09-23T00:00:00","29.85","32.56",,,"1","5","2","5","0","0","1",,,,,,,,,"10110","7","3",,,,,,,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"V7FQ8","2021-09-23T00:00:00","21.30","38.20",,,"1","6","2","5","4","4","1",,"260","4","31",,,,,"10081",,,"8","290","0","270","263","3","306",,,,,,,,,,,,,"217","18","798","172","5","0",,"1","111111","11AAA11111AAAA","5",,,,,,,,
"EUCDE35","2021-09-23T01:00:00","22.53","39.10",,,"1","5","2","5","0","0","1",,,,,,,,,"10053","7","0","8","294",,,"275",,,,,,,,,,,,,,,"217","29","798","172","5","0",,"1","F1FF13","1AAAA11A1AAAA7","5",,,,,,,,
"EUCDE40","2021-09-23T01:00:00","29.85","32.56",,,"1","5","2","5","0","0","1",,,,,,,,,"10109","7","3",,,,,,,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"WLZ9WHS","2021-09-23T01:00:00","21.40","39.10",,,"1","6","2","5","9","0","1",,"50","3","10","1","97",,,"10058",,,"8","310",,"270","254","7","293",,,"A",,"A","A",,,,,,,"217","19","798","172","5","1","2","1","111111","111AA111118AAA","5",,,,,,,,
"EUCDE35","2021-09-23T02:00:00","22.53","39.10",,,"1","5","2","5","0","0","1",,,,,,,,,"10057","2","4","8","294",,,"272",,,,,,,,,,,,,,,"217","29","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE40","2021-09-23T02:00:00","29.85","32.56",,,"1","5","2","5","0","0","1",,,,,,,,,"10109","7","1",,,,,,,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUCDE35","2021-09-23T03:00:00","22.43","38.97",,,"1","5","2","5","5","4","1",,,,,,,,,"10059","2","5","8","296",,,"283",,,,,,,,,,,,,,,"217","28","798","172","5","0",,"1","F1FF15","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE40","2021-09-23T03:00:00","29.85","32.56",,,"1","5","2","5","0","0","1",,,,,,,,,"10110","2","1",,,,,,,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUCDE35","2021-09-23T04:00:00","22.31","38.76",,,"1","5","2","5","7","4","1",,,,,,,,,"10064","2","11","8","301",,,"272",,,,,,,,,,,,,,,"217","28","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE40","2021-09-23T04:00:00","29.92","32.55",,,"1","5","2","5","8","2","1",,,,,,,,,"10111","2","2",,,,,,,,,,,,,,,,,,,,"217","92","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUCDE35","2021-09-23T05:00:00","22.53","38.53",,,"1","5","2","5","7","4","1",,,,,,,,,"10069","2","13","8","300",,,"276",,,,,,,,,,,,,,,"217","28","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"A8YD3","2021-09-23T06:00:00","20.30","38.80",,,"1","6","2","5","7","4","1",,"230","4","87","1","97","5","2","10064","0","17","8","300",,"275","267","3","315",,,"A",,"A","A",,,"1",,,,"217","8","798","172","5","1","2","2","111111","111111111183A1","5",,"2",,,,,,
"DDYL2","2021-09-23T06:00:00","25.90","35.30",,,"1","6","2","5","3","3","1",,"320","4","93","1","98","2","0","10080","3","7","8","271",,,"204","3","270","0","0","0","9","0","0",,"6","2","32","8","4","217","55","798","172","5","1","2","2","111111","1111111A111111","5",,"0",,,,,,
"EUCDE35","2021-09-23T06:00:00","22.75","38.30",,,"1","5","2","5","7","4","1",,,,,,,,,"10074","2","15","8","301",,,"265",,,,,,,,,,,,,,,"217","28","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"S6LT3","2021-09-23T06:00:00","25.60","35.50",,,"1","6","2","5","3","4","1",,"330","4","98","1","98","2","0","10080","4","0","8","270",,"250","241","1","280","3","2","6","2","7","A",,"4","4","32","5","2","217","55","798","172","5","1","2","2","111111","11111111111111","5",,"0",,,,,,
"V7DJ7","2021-09-23T06:00:00","26.50","34.90",,,"1","6","2","5","7","3","1",,"320","3","118","1","97","2","0","10098",,,"8","290",,"260","250","7","270","1","1","1","4","4","5",,"5","6",,,,"217","64","798","172","5","1","2","2","111111","111111111111AA","5",,"0",,,,,,
"WLZ9WHS","2021-09-23T06:00:00","21.40","39.10",,,"1","6","2","5","9","0","1",,"240","3","26",,,,,"10088","2","17","8","305",,"287","281","7","292",,,"A",,"A","A",,,,,,,"217","19","798","172","5","1","2","2","111111","11AAA111118AA1","5",,,,,,,,
"9HA4902","2021-09-23T07:00:00","23.40","37.30",,,"1","6","2","5","7","4","1",,"320","4","41","1","97",,,"10120","4","0","8","310",,"270","257","7","280",,,"A",,"7","A",,,"3",,,,"217","37","798","172","5","1","2","2","111111","111AA1111183A1","5",,,,,,,,
"EUCDE35","2021-09-23T07:00:00","22.97","38.08",,,"1","5","2","5","7","4","1",,,,,,,,,"10075","2","10","8","296",,,"268",,,,,,,,,,,,,,,"217","28","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE35","2021-09-23T08:00:00","23.20","37.86",,,"1","5","2","5","7","4","1",,,,,,,,,"10075","2","5","8","299",,,"266",,,,,,,,,,,,,,,"217","37","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE35","2021-09-23T09:00:00","23.42","37.64",,,"1","5","2","5","7","4","1",,,,,,,,,"10072","7","2","8","299",,,"271",,,,,,,,,,,,,,,"217","37","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE35","2021-09-23T10:00:00","23.66","37.44",,,"1","5","2","5","7","4","1",,,,,,,,,"10071","7","4","8","296",,,"273",,,,,,,,,,,,,,,"217","37","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE35","2021-09-23T11:00:00","23.89","37.23",,,"1","5","2","5","7","4","1",,,,,,,,,"10069","7","6","8","299",,,"263",,,,,,,,,,,,,,,"217","37","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"9HA4902","2021-09-23T12:00:00","24.20","36.60",,,"1","6","2","5","7","3","1",,"330","4","103","1","97",,,"10110","1","10","8","310",,"290","284","7","300","0","0","0","9","0","0",,"4","3","32","4","3","217","46","798","172","5","1","2","2","111111","111AA111111111","5",,,,,,,,
"DGZT2","2021-09-23T12:00:00","28.80","32.90",,,"1","6","2","5","7","3","1",,"350",,"154","1","97","2","0","10091","8","4","8","295",,,"160","1","270","2",,"A","A","A","5","35","6","4",,,,"217","82","798","172","5","0",,"2","111412","1111111A1111A1","5",,"0",,,,,,
"EUCDE35","2021-09-23T12:00:00","24.13","37.03",,,"1","5","2","5","7","4","1",,,,,,,,,"10068","7","4","8","295",,,"257",,,,,,,,,,,,,,,"217","47","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE35","2021-09-23T13:00:00","24.36","36.84",,,"1","5","2","5","7","4","1",,,,,,,,,"10065","7","6","8","294",,,"253",,,,,,,,,,,,,,,"217","46","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"S6LT3","2021-09-23T13:00:00","24.20","36.60",,,"1","6","2","5","3","2","1",,"330","4","93","1","98","2","2","10080","4","0","8",,,"310","287","1","300","4","1","1","6","4","5",,"4","4","36","8","2","217","46","798","172","5","1","2","2","171111","11111166611111","5",,"2",,,,,,
"EUCDE35","2021-09-23T14:00:00","24.60","36.63",,,"1","5","2","5","7","4","1",,,,,,,,,"10064","7","6","8","294",,,"241",,,,,,,,,,,,,,,"217","46","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE35","2021-09-23T15:00:00","24.83","36.43",,,"1","5","2","5","7","4","1",,,,,,,,,"10060","7","8","8","289",,,"249",,,,,,,,,,,,,,,"217","46","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"A8YD3","2021-09-23T16:00:00","23.10","37.10",,,"1","4","0","0","7","4","1","0","320","4","93",,"97","5","1","10044","7","10","0","300","0","280","274","3","315","7","7","6","2","1","3",,"4","3","0",,,"217","37","992","114","5","1","2","1","111111","11111111111131",,"1","1","0",,,,,"4"
"EUCDE35","2021-09-23T16:00:00","25.07","36.24",,,"1","5","2","5","7","4","1",,,,,,,,,"10056","7","9","8","297",,,"224",,,,,,,,,,,,,,,"217","56","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE35","2021-09-23T17:00:00","25.30","36.04",,,"1","5","2","5","7","4","1",,,,,,,,,"10063","7","1","8","296",,,"222",,,,,,,,,,,,,,,"217","56","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"S6LT3","2021-09-23T17:00:00","23.60","37.10",,,"1","6","2","5","3","4","1",,"340","4","67",,,"2","0","10080","4","0","8","290",,"250","232","1","300","3","2","6","3","2","A",,"5","4","35","3","2","217","37","798","172","5","1","2","1","111111","11A11111111111","5",,"0",,,,,,
"EUCDE35","2021-09-23T18:00:00","25.53","35.85",,,"1","5","2","5","7","4","1",,,,,,,,,"10070","2","10","8","287",,,"214",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"9HA4902","2021-09-23T20:00:00","25.90","35.30",,,"1","6","2","5","7","4","1",,"320","4","62","1","97",,,"10120","4","0","8","310",,"270","257","7","290",,,"0",,"0","0",,,"3",,,,"217","55","798","172","5","1","2","1","111111","111AA1111183A1","5",,,,,,,,
"EUCDE35","2021-09-23T20:00:00","26.01","35.43",,,"1","5","2","5","7","4","1",,,,,,,,,"10077","2","14","8","280",,,"240",,,,,,,,,,,,,,,"217","65","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"A8YD3","2021-09-23T21:00:00","24.50","36.20",,,"1","4","0","0","7","4","1","0","270","4","113",,"97","0","2","10060","3","10","0","280","0","240","224","3","310",,,,"A",,,,"6","3","0",,,"217","46","992","114","5","1","2","1","115111","11111111118131",,"1","2","0",,,,,"4"
"EUCDE35","2021-09-23T21:00:00","26.26","35.22",,,"1","5","2","5","7","4","1",,,,,,,,,"10076","2","6","8","290",,,"232",,,,,,,,,,,,,,,"217","65","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE35","2021-09-23T22:00:00","26.50","35.01",,,"1","5","2","5","7","4","1",,,,,,,,,"10077","4","0","8","290",,,"226",,,,,,,,,,,,,,,"217","65","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE35","2021-09-23T23:00:00","26.74","34.80",,,"1","5","2","5","7","4","1",,,,,,,,,"10079","2","2","8","293",,,"222",,,,,,,,,,,,,,,"217","64","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"DDYL2","2021-09-24T00:00:00","23.00","37.60",,,"1","6","2","5","3","3","1",,"320","4","82","1","98","3","1","10062","8","3","8","287",,,"251","3","300","6","6","0","7","4","0",,"4","2",,,,"217","37","798","172","5","1","2","1","111111","1111111A1111A1","5",,"1",,,,,,
"DGZT2","2021-09-24T00:00:00","29.80","32.50",,,"1","6","2","5","0","0","1",,"350",,"57","1","97","2","0","10113","0","3","8","256",,,"193","1","280","2",,"A","A","A","5","35","3","1",,,,"217","92","798","172","5","0",,"1","111111","1111111A1111A1","5",,"0",,,,,,
"EUCDE35","2021-09-24T00:00:00","26.99","34.59",,,"1","5","2","5","7","4","1",,,,,,,,,"10083","2","7","8","287",,,"226",,,,,,,,,,,,,,,"217","64","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"WNTL","2021-09-24T00:41:00","28.28","33.20",,,"1","5","2","5","9",,"1",,,,,,,,,"10080",,,"8","242",,,,,,,,,,,,,,,,,,"217","83","798","172","5","0",,"1","F1161F","11AAA11AAAAAAA","5",,,,,,,,
"EUCDE35","2021-09-24T01:00:00","27.22","34.38",,,"1","5","2","5","7","4","1",,,,,,,,,"10088","2","12","8","286",,,"229",,,,,,,,,,,,,,,"217","74","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE35","2021-09-24T02:00:00","27.46","34.18",,,"1","5","2","5","7","4","1",,,,,,,,,"10092","2","13","8","278",,,"222",,,,,,,,,,,,,,,"217","74","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE35","2021-09-24T03:00:00","27.66","33.94",,,"1","5","2","5","7","4","1",,,,,,,,,"10092","2","9","8","271",,,"228",,,,,,,,,,,,,,,"217","73","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE35","2021-09-24T04:00:00","27.87","33.72",,,"1","5","2","5","7","4","1",,,,,,,,,"10095","2","7","8","264",,,"227",,,,,,,,,,,,,,,"217","73","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE35","2021-09-24T05:00:00","28.06","33.48",,,"1","5","2","5","7","4","1",,,,,,,,,"10105","2","12","8","260",,,"227",,,,,,,,,,,,,,,"217","83","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"S6LT3","2021-09-24T05:00:00","21.70","38.50",,,"1","6","2","5","3","2","1",,"330","4","67","1","97","3","2","10070","5","10","8","310",,"260","239","1","310","7","5","7","3","7","A",,"4","4","36","7","2","217","18","798","172","5","1","2","2","111111","11111111111111","5",,"2",,,,,,
"A8YD3","2021-09-24T06:00:00","26.80","34.60",,,"1","6","2","5","7","4","1",,"290","4","103","1","97","2","2","10081","3","12","8","270",,"240","228","3","285",,,"A",,"A","A",,,"3",,,,"217","64","798","172","5","1","2","2","113111","111111111183A1","5",,"2",,,,,,
"DDYL2","2021-09-24T06:00:00","21.80","38.60",,,"1","6","2","5","3","3","1",,"320","4","82","1","97","2","2","10074","2","14","8","302",,,"216","3","300","6","3","6","A","5","0",,"5","2",,,,"217","18","798","172","5","1","2","2","111111","1111111A1111A1","5",,"2",,,,,,
"DIHC","2021-09-24T06:00:00","26.60","34.70",,,"1","6","2","5","3","4","1",,"330",,"87","1","98","2","0","10099","1","2","8","290",,,"227","1","270","1","1","1","6","1","1","33","4","4",,,,"217","64","798","172","5","0",,"2","111111","1111111A1111A1","5",,"0",,,,,,
"EUCDE35","2021-09-24T06:00:00","28.29","33.28",,,"1","5","2","5","7","4","1",,,,,,,,,"10115","2","22","8","267",,,"214",,,,,,,,,,,,,,,"217","83","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"TBWUK47","2021-09-24T06:00:00","29.15","32.78",,,"1","6","2","5","7","4","1","5","355",,"108","1","98",,,"10119","3","18","8","271",,"251","242","1","290","0","0",,"9",,,,,,,,,"217","92","798","172","5","0",,"2","111111","111AA111111AA1","5",,,,,,,,
"EUCDE35","2021-09-24T07:00:00","28.55","33.09",,,"1","5","2","5","7","4","1",,,,,,,,,"10120","2","25","8","261",,,"211",,,,,,,,,,,,,,,"217","83","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE35","2021-09-24T08:00:00","28.82","32.95",,,"1","5","2","5","7","4","1",,,,,,,,,"10123","2","18","8","260",,,"205",,,,,,,,,,,,,,,"217","82","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"A8YD3","2021-09-24T09:00:00","27.60","33.90",,,"1","4","0","0","7","4","1","0","270","4","77",,"97","3","2","10089","3","5","0","270","0","240","228","3","270","5","5","6","4","0","0",,"6","2","0",,,"217","73","992","114","5","1","2","2","111111","11111111111131",,"1","2","0",,,,,"4"
"EUCDE35","2021-09-24T09:00:00","29.09","32.82",,,"1","5","2","5","8","4","1",,,,,,,,,"10124","2","10","8","263",,,"197",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE35","2021-09-24T10:00:00","29.34","32.70",,,"1","5","2","5","7","4","1",,,,,,,,,"10120","7","0","8","266",,,"183",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA7","5",,,,,,,,
"EUCDE35","2021-09-24T11:00:00","29.57","32.58",,,"1","5","2","5","7","4","1",,,,,,,,,"10117","7","6","8","271",,,"176",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE35","2021-09-24T12:00:00","29.73","32.56",,,"1","5","2","5","8","2","1",,,,,,,,,"10112","7","12","8","282",,,"161",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE35","2021-09-24T13:00:00","29.85","32.57",,,"1","5","2","5","8","1","1",,,,,,,,,"10115","7","5","8","285",,,"160",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE35","2021-09-24T14:00:00","29.85","32.57",,,"1","5","2","5","0","0","1",,,,,,,,,"10117","2","0","8","286",,,"149",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"2","F1FF12","1AAAA11A1AAAA7","5",,,,,,,,
"DFPJ2","2021-09-24T15:00:00","20.90","38.80",,,"1","6","2","5","3","4","1",,"350","4","82","1","97","3","0","10050","1","8","8","310",,"284","276","3","306","4","4","0","6","5","6",,"5","2","35","4","1","217","8","798","172","5","1","2","2","111111","11111111111111","5",,"0",,,,,,
"EUCDE35","2021-09-24T15:00:00","29.85","32.57",,,"1","5","2","5","6","0","1",,,,,,,,,"10121","2","8","8","283",,,"151",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"2","F1FF12","1AAAA11A1AAAA1","5",,,,,,,,
"EUCDE35","2021-09-24T16:00:00","29.85","32.57",,,"1","5","2","5","0","0","1",,,,,,,,,"10125","2","10","8","276",,,"153",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,
