"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","ICE_ACCR_ON_SHIP","THICKNESS_OF_I","RATE_OF_I","IND_FOR_PRECIP"
"5100208","2021-09-21T07:26:00","22.30","-159.60",,,"1","4",,"0",,,"11",,,,,,,,,,,,,,,,,,"1","266",,,,,,,,"7","3","31","15","1","234","29","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,"4"
"5100212","2021-09-21T07:26:00","21.30","-158.10",,,"1","4",,"0",,,"11",,,,,,,,,,,,,,,,,,"1","264",,,,,,,,"9","1","18","14","1","234","18","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,"4"
"5100201","2021-09-21T07:27:00","21.70","-158.10",,,"1","4",,"0",,,"11",,,,,,,,,,,,,,,,,,"1","263",,,,,,,,"10","2","36","11","1","234","18","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,"4"
"5100000","2021-09-21T07:30:00","23.53","-153.79",,,"1","5","2","5",,,"11","5","79",,"70",,,,,"10188",,,"8","246",,,,"208","9","255",,,,,,,,,,,,,"234","33","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,
"5100211","2021-09-21T07:30:00","21.30","-158.00",,,"1","4",,"0",,,"11",,,,,,,,,,,,,,,,,,"1","266",,,,,,,,"6","2","16","13","1","234","18","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,"4"
"KLIH1","2021-09-21T07:30:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","60","4","51",,,,,"10170",,,"0","252",,,,,"1","263",,,,"A",,,,,,,,,"234","6","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"KWHH1","2021-09-21T07:30:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","250","4","10",,,,,"10155",,,"0","265",,,,,"1","273",,,,"A",,,,,,,,,"234","5","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"MOKH1","2021-09-21T07:30:00","21.43","-157.79",,,"1","4","2","5",,,"5","0","90","4","31",,,,,"10177",,,,"260",,,,,"1","268",,,,,,,,,,,,,"234","17","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"NWWH1","2021-09-21T07:30:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","60","4","62",,,,,"10181",,,,"253",,,,,"1","299",,,,,,,,,,,,,"234","19","795","103","16","1","2","1","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"OOUH1","2021-09-21T07:30:00","21.30","-157.87",,,"1","4","2","5",,,"5","0","50","4","36",,,,,"10176",,,"0","260",,,,,"1","267",,,,"A",,,,,,,,,"234","17","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"KLIH1","2021-09-21T07:36:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","60","4","57",,,,,"10169",,,"0","253",,,,,"1","263",,,,"A",,,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"KWHH1","2021-09-21T07:36:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","260","4","10",,,,,"10155",,,"0","265",,,,,"1","273",,,,"A",,,,,,,,,"234","5","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"MOKH1","2021-09-21T07:36:00","21.43","-157.79",,,"1","4","2","5",,,"5","0","80","4","41",,,,,"10176",,,,"260",,,,,"1","268",,,,,,,,,,,,,"234","17","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"NWWH1","2021-09-21T07:36:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","70","4","72",,,,,"10181",,,,"255",,,,,"1","299",,,,,,,,,,,,,"234","19","795","103","16","1","2","1","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"OOUH1","2021-09-21T07:36:00","21.30","-157.87",,,"1","4","2","5",,,"5","0","40","4","10",,,,,"10176",,,"0","260",,,,,"1","267",,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"5100000","2021-09-21T07:40:00","23.53","-153.79",,,"1","5","2","5",,,"11","5","87",,"74",,,,,"10189",,,"8","246",,,,"206","9","255",,,,,,,,,,,,,"234","33","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,
"KLIH1","2021-09-21T07:42:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","60","4","62",,,,,"10170",,,"0","253",,,,,"1","263",,,,"A",,,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"KWHH1","2021-09-21T07:42:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","260","4","5",,,,,"10155",,,"0","264",,,,,"1","273",,,,"A",,,,,,,,,"234","5","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"MOKH1","2021-09-21T07:42:00","21.43","-157.79",,,"1","4","2","5",,,"5","0","90","4","36",,,,,"10177",,,,"259",,,,,"1","268",,,,,,,,,,,,,"234","17","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"NWWH1","2021-09-21T07:42:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","60","4","67",,,,,"10180",,,,"253",,,,,"1","299",,,,,,,,,,,,,"234","19","795","103","16","1","2","1","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"OOUH1","2021-09-21T07:42:00","21.30","-157.87",,,"1","4","2","5",,,"5","0","70","4","31",,,,,"10176",,,"0","260",,,,,"1","267",,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"KLIH1","2021-09-21T07:48:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","60","4","62",,,,,"10170",,,"0","252",,,,,"1","263",,,,"A",,,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"KWHH1","2021-09-21T07:48:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","270","4","10",,,,,"10155",,,"0","264",,,,,"1","273",,,,"A",,,,,,,,,"234","5","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"MOKH1","2021-09-21T07:48:00","21.43","-157.79",,,"1","4","2","5",,,"5","0","90","4","31",,,,,"10177",,,,"261",,,,,"1","268",,,,,,,,,,,,,"234","17","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"NWWH1","2021-09-21T07:48:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","60","4","62",,,,,"10181",,,,"253",,,,,"1","299",,,,,,,,,,,,,"234","19","795","103","16","1","2","1","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"OOUH1","2021-09-21T07:48:00","21.30","-157.87",,,"1","4","2","5",,,"5","0","80","4","15",,,,,"10176",,,"0","259",,,,,"1","267",,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"5100000","2021-09-21T07:50:00","23.50","-153.80",,,"1","4",,"0",,,"11","0","90","1","70",,,,,"10190",,,,"247",,,,"205","1","255",,,,,,,,"6","2","10","11","3","234","33","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,,,,"4"
"KLIH1","2021-09-21T07:54:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","70","4","72",,,,,"10171",,,"0","252",,,,,"1","263",,,,"A",,,,,,,,,"234","6","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"KWHH1","2021-09-21T07:54:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","290","4","15",,,,,"10155",,,"0","264",,,,,"1","273",,,,"A",,,,,,,,,"234","5","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"MOKH1","2021-09-21T07:54:00","21.43","-157.79",,,"1","4","2","5",,,"5","0","80","4","46",,,,,"10177",,,,"259",,,,,"1","268",,,,,,,,,,,,,"234","17","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"NWWH1","2021-09-21T07:54:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","60","4","67",,,,,"10181",,,,"254",,,,,"1","299",,,,,,,,,,,,,"234","19","795","103","16","1","2","1","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"OOUH1","2021-09-21T07:54:00","21.30","-157.87",,,"1","4","2","5",,,"5","0","70","4","26",,,,,"10176",,,"0","259",,,,,"1","267",,,,"A",,,,,,,,,"234","17","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"5100207","2021-09-21T07:56:00","21.50","-157.80",,,"1","4",,"0",,,"11",,,,,,,,,,,,,,,,,,"1","259",,,,,,,,"8","3","2","11","1","234","17","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,"4"
"5100208","2021-09-21T07:56:00","22.30","-159.60",,,"1","4",,"0",,,"11",,,,,,,,,,,,,,,,,,"1","265",,,,,,,,"10","3","32","15","1","234","29","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,"4"
"5100212","2021-09-21T07:56:00","21.30","-158.10",,,"1","4",,"0",,,"11",,,,,,,,,,,,,,,,,,"1","264",,,,,,,,"8","1","18","14","1","234","18","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,"4"
"5100201","2021-09-21T07:57:00","21.70","-158.10",,,"1","4",,"0",,,"11",,,,,,,,,,,,,,,,,,"1","263",,,,,,,,"5","2","34","11","1","234","18","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,"4"
"2101599","2021-09-21T08:00:00","22.07","-159.32",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","251",,,,,,,,,,,,,"234","29","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"3201757","2021-09-21T08:00:00","27.58","-150.78",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","250",,,,,,,,,,,,,"234","70","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"3201761","2021-09-21T08:00:00","21.65","-157.93",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","249",,,,,,,,,,,,,"234","17","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4601767","2021-09-21T08:00:00","26.35","-156.92",,,"1","4","2","5",,,"11",,,,,,,,,"10208",,,"8",,,,,,"9","255",,,,,,,,,,,,,"234","66","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"4601768","2021-09-21T08:00:00","25.32","-156.48",,,"1","4","2","5",,,"11",,,,,,,,,"10200",,,"8",,,,,,"9","255",,,,,,,,,,,,,"234","56","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"4601834","2021-09-21T08:00:00","20.88","-156.67",,,"1","3","2","5",,,"11",,,,,,,,,"10139",,,,,,,,,,,,,,,,,,,,,,,"234","6","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,
"5100000","2021-09-21T08:00:00","23.53","-153.79",,,"1","5","2","5",,,"11","5","86",,"75",,,,,"10190",,,"8","247",,,,"202","9","255",,,,,,,,,,,,,"234","33","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,
"5100201","2021-09-21T08:00:00","21.70","-158.10",,,"1","4","2","0","0","0","11",,,,,,,,,,,,"0",,,,,,"1","263",,,,"A",,,,"5","2","34","11","1","234","18","993","114","6","0",,"1","1FFFFF","1AAAAAAAA1871A",,,"6",,,,,,,,"4"
"5100207","2021-09-21T08:00:00","21.50","-157.80",,,"1","4","2","0","0","0","11",,,,,,,,,,,,"0",,,,,,"1","259",,,,"A",,,,"7","3","0","11","1","234","17","993","114","6","0",,"1","1FFFFF","1AAAAAAAA1877A",,,"6",,,,,,,,"4"
"5100208","2021-09-21T08:00:00","22.30","-159.60",,,"1","4","2","0","0","0","11",,,,,,,,,,,,"0",,,,,,"1","265",,,,"A",,,,"10","3","32","15","1","234","29","993","114","6","0",,"1","1FFFFF","1AAAAAAAA1873A",,,"6",,,,,,,,"4"
"5100211","2021-09-21T08:00:00","21.30","-158.00",,,"1","4",,"0",,,"11",,,,,,,,,,,,,,,,,,"1","266",,,,,,,,"6","2","16","13","1","234","18","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,"4"
"5100212","2021-09-21T08:00:00","21.30","-158.10",,,"1","4","2","0","0","0","11",,,,,,,,,,,,"0",,,,,,"1","264",,,,"A",,,,"8","1","18","14","1","234","18","993","114","6","0",,"1","1FFFFF","1AAAAAAAA1873A",,,"6",,,,,,,,"4"
"5102748","2021-09-21T08:00:00","22.65","-155.02",,,"1","4","2","5",,,"11",,,,,,,,,"10190",,,"8",,,,,,"9","259",,,,,,,,,,,,,"234","25","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"KLIH1","2021-09-21T08:00:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","60","4","62",,,,,"10171","1","17","0","253",,,,,"1","263",,,,"A",,,,,,,,,"234","6","995","114","16","1","2","1","11111F","11AAA11AA18AA1","31",,"6",,,,,,,,"4"
"KWHH1","2021-09-21T08:00:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","280","4","10",,,,,"10156","1","13","0","264",,,,,"1","273",,,,"A",,,,,,,,,"234","5","995","114","16","1","2","1","11111F","11AAA11AA18AA1","31",,"6",,,,,,,,"4"
"MOKH1","2021-09-21T08:00:00","21.43","-157.79",,,"1","4","2","5",,,"5","0","80","4","46",,,,,"10178","1","19",,"260",,,,,"1","268",,,,,,,,,,,,,"234","17","795","103","16","1","2","1","11111F","11AAA11AA1AAA1","31",,"6",,,,,,,,"4"
"NWWH1","2021-09-21T08:00:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","60","4","62",,,,,"10181","1","14",,"253",,,,,"1","299",,,,,,,,,,,,,"234","19","795","103","16","1","2","1","31111F","11AAA11AA1AAA1","31",,"6",,,,,,,,"4"
"OOUH1","2021-09-21T08:00:00","21.30","-157.87",,,"1","4","2","5",,,"5","0","60","4","26",,,,,"10178","2","17","0","260",,,,,"1","267",,,,"A",,,,,,,,,"234","17","995","114","16","1","2","1","11111F","11AAA11AA18AA1","31",,"6",,,,,,,,"4"
"5102760","2021-09-21T08:03:00","25.98","-156.84",,,"1","4","2","5",,,"11",,,,,,,,,"10215",,,"8",,,,,,"9","254",,,,,,,,,,,,,"234","56","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"4601829","2021-09-21T08:04:00","25.42","-152.01",,,"1","4","2","5",,,"11",,,,,,,,,"10213",,,"8",,,,,,"9","254",,,,,,,,,,,,,"234","52","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"KLIH1","2021-09-21T08:06:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","50","4","67",,,,,"10171",,,"0","252",,,,,"1","263",,,,"A",,,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"KWHH1","2021-09-21T08:06:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","260","4","21",,,,,"10156",,,"0","264",,,,,"1","273",,,,"A",,,,,,,,,"234","5","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"MOKH1","2021-09-21T08:06:00","21.43","-157.79",,,"1","4","2","5",,,"5","0","90","4","31",,,,,"10179",,,,"258",,,,,"1","268",,,,,,,,,,,,,"234","17","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"NWWH1","2021-09-21T08:06:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","60","4","72",,,,,"10181",,,,"253",,,,,"1","299",,,,,,,,,,,,,"234","19","795","103","16","1","2","1","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"OOUH1","2021-09-21T08:06:00","21.30","-157.87",,,"1","4","2","5",,,"5","0","70","4","26",,,,,"10178",,,"0","261",,,,,"1","267",,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"5100000","2021-09-21T08:10:00","23.53","-153.79",,,"1","5","2","5",,,"11","5","89",,"72",,,,,"10190",,,"8","247",,,,"201","9","255",,,,,,,,,,,,,"234","33","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,
"KLIH1","2021-09-21T08:12:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","70","4","77",,,,,"10170",,,"0","253",,,,,"1","263",,,,"A",,,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"KWHH1","2021-09-21T08:12:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","270","4","26",,,,,"10156",,,"0","264",,,,,"1","273",,,,"A",,,,,,,,,"234","5","995","114","16","0",,"1","11311F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"MOKH1","2021-09-21T08:12:00","21.43","-157.79",,,"1","4","2","5",,,"5","0","80","4","46",,,,,"10178",,,,"260",,,,,"1","268",,,,,,,,,,,,,"234","17","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"NWWH1","2021-09-21T08:12:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","60","4","67",,,,,"10182",,,,"253",,,,,"1","299",,,,,,,,,,,,,"234","19","795","103","16","1","2","1","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"OOUH1","2021-09-21T08:12:00","21.30","-157.87",,,"1","4","2","5",,,"5","0","50","4","21",,,,,"10178",,,"0","260",,,,,"1","267",,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"KLIH1","2021-09-21T08:18:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","60","4","72",,,,,"10170",,,"0","253",,,,,"1","263",,,,"A",,,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"KWHH1","2021-09-21T08:18:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","270","4","21",,,,,"10156",,,"0","264",,,,,"1","273",,,,"A",,,,,,,,,"234","5","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"MOKH1","2021-09-21T08:18:00","21.43","-157.79",,,"1","4","2","5",,,"5","0","70","4","41",,,,,"10179",,,,"261",,,,,"1","268",,,,,,,,,,,,,"234","17","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"NWWH1","2021-09-21T08:18:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","60","4","67",,,,,"10183",,,,"253",,,,,"1","299",,,,,,,,,,,,,"234","19","795","103","16","1","2","1","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"OOUH1","2021-09-21T08:18:00","21.30","-157.87",,,"1","4","2","5",,,"5","0","60","4","36",,,,,"10178",,,"0","261",,,,,"1","267",,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"5100000","2021-09-21T08:20:00","23.53","-153.79",,,"1","5","2","5",,,"11","5","83",,"71",,,,,"10190",,,"8","247",,,,"204","9","255",,,,,,,,,,,,,"234","33","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,
"KLIH1","2021-09-21T08:24:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","50","4","72",,,,,"10171",,,"0","252",,,,,"1","263",,,,"A",,,,,,,,,"234","6","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"KWHH1","2021-09-21T08:24:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","280","4","26",,,,,"10157",,,"0","263",,,,,"1","272",,,,"A",,,,,,,,,"234","5","995","114","16","1","2","1","11311F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"MOKH1","2021-09-21T08:24:00","21.43","-157.79",,,"1","4","2","5",,,"5","0","80","4","41",,,,,"10180",,,,"260",,,,,"1","268",,,,,,,,,,,,,"234","17","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"NWWH1","2021-09-21T08:24:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","60","4","51",,,,,"10184",,,,"253",,,,,"1","299",,,,,,,,,,,,,"234","19","795","103","16","1","2","1","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"OOUH1","2021-09-21T08:24:00","21.30","-157.87",,,"1","4","2","5",,,"5","0","60","4","26",,,,,"10178",,,"0","260",,,,,"1","266",,,,"A",,,,,,,,,"234","17","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"5100207","2021-09-21T08:26:00","21.48","-157.75",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","259",,,,,,,,,,,,,"234","17","798","172","6","1","2","1","1FFFFF","1AAAAAAAA1AAAA",,,,,,,,,,,
"5100208","2021-09-21T08:26:00","22.30","-159.60",,,"1","4",,"0",,,"11",,,,,,,,,,,,,,,,,,"1","265",,,,,,,,"8","3","32","15","1","234","29","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,"4"
"5100212","2021-09-21T08:26:00","21.30","-158.10",,,"1","4",,"0",,,"11",,,,,,,,,,,,,,,,,,"1","264",,,,,,,,"10","1","19","13","1","234","18","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,"4"
"5100201","2021-09-21T08:27:00","21.67","-158.12",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","263",,,,,,,,,,,,,"234","18","798","172","6","1","2","1","1FFFFF","1AAAAAAAA1AAAA",,,,,,,,,,,
"5100000","2021-09-21T08:30:00","23.53","-153.79",,,"1","5","2","5",,,"11","5","82",,"73",,,,,"10190",,,"8","247",,,,"204","9","255",,,,,,,,,,,,,"234","33","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,
"5100211","2021-09-21T08:30:00","21.30","-158.00",,,"1","4",,"0",,,"11",,,,,,,,,,,,,,,,,,"1","265",,,,,,,,"6","2","16","13","1","234","18","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,"4"
"KLIH1","2021-09-21T08:30:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","70","4","82",,,,,"10171",,,"0","252",,,,,"1","263",,,,"A",,,,,,,,,"234","6","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"KWHH1","2021-09-21T08:30:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","290","4","21",,,,,"10157",,,"0","263",,,,,"1","273",,,,"A",,,,,,,,,"234","5","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"MOKH1","2021-09-21T08:30:00","21.43","-157.79",,,"1","4","2","5",,,"5","0","90","4","41",,,,,"10179",,,,"259",,,,,"1","268",,,,,,,,,,,,,"234","17","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"NWWH1","2021-09-21T08:30:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","50","4","51",,,,,"10185",,,,"252",,,,,"1","299",,,,,,,,,,,,,"234","19","795","103","16","1","2","1","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"OOUH1","2021-09-21T08:30:00","21.30","-157.87",,,"1","4","2","5",,,"5","0","60","4","41",,,,,"10179",,,"0","260",,,,,"1","266",,,,"A",,,,,,,,,"234","17","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"KLIH1","2021-09-21T08:36:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","70","4","82",,,,,"10172",,,"0","251",,,,,"1","263",,,,"A",,,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"KWHH1","2021-09-21T08:36:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","20","4","10",,,,,"10157",,,"0","262",,,,,"1","273",,,,"A",,,,,,,,,"234","5","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"MOKH1","2021-09-21T08:36:00","21.43","-157.79",,,"1","4","2","5",,,"5","0","80","4","41",,,,,"10179",,,,"260",,,,,"1","268",,,,,,,,,,,,,"234","17","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"NWWH1","2021-09-21T08:36:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","50","4","62",,,,,"10186",,,,"253",,,,,"1","299",,,,,,,,,,,,,"234","19","795","103","16","1","2","1","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"OOUH1","2021-09-21T08:36:00","21.30","-157.87",,,"1","4","2","5",,,"5","0","80","4","31",,,,,"10179",,,"0","260",,,,,"1","266",,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"5100000","2021-09-21T08:40:00","23.53","-153.79",,,"1","5","2","5",,,"11","5","77",,"68",,,,,"10190",,,"8","246",,,,"204","9","255",,,,,,,,,,,,,"234","33","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,
"KLIH1","2021-09-21T08:42:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","70","4","67",,,,,"10172",,,"0","251",,,,,"1","263",,,,"A",,,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
