"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"OOUH1","2015-09-30T08:54:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","60","4","31",,,,"10154",,,"0","249",,,,"1","278",,,,"A",,,,,,,,"234","17","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"WTEY","2015-09-30T08:58:00","21.60","-159.20",,,"1","4","2","0","2","2",,"1","0","60","4","129",,,,"10150",,,"0","271",,,,"0","281",,,,"A",,,,,,,,"234","19","992","114","5","1","2","1","11111F","11AAA11AA18AAA",,,"3",,,,,,,,,,,"4"
"2100908","2015-09-30T09:00:00","24.68","-156.25",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"262",,,,,,,,,,,,"234","46","794","103","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4600561","2015-09-30T09:00:00","28.39","-155.53",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,"234","85","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"KLIH1","2015-09-30T09:00:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","70","4","41",,,,"10154","0","9","0","242",,,,"1","272",,,,"A",,,,,,,,"234","6","995","114","16","1","2","1","11111F","11AAA11AA18AA1","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-30T09:00:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","280","4","51",,,,"10127","1","7","0","285",,,,"1","289",,,,"A",,,,,,,,"234","5","995","114","16","1","2","1","11511F","11AAA11AA18AA1","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-30T09:00:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","70","4","82",,,,"10158","1","9",,"256",,,,"1","270",,,,,,,,,,,,"234","17","795","103","16","1","2","1","11111F","11AAA11AA1AAA1","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-30T09:00:00","21.95","-159.36",,,"1","4","2","5",,,,"5",,,,,,,,,,,,,,,,"1","273",,,,,,,,,,,,"234","19","795","103","16","1","2","1","1FFFFF","1AAAAAAAA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-30T09:00:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","60","4","31",,,,"10154","1","11","0","250",,,,"1","278",,,,"A",,,,,,,,"234","17","995","114","16","1","2","1","11111F","11AAA11AA18AA1","31",,"6",,,,,,,,,,,"4"
"PCHM","2015-09-30T09:00:00","23.20","-155.90",,,"1","4","0","0","5","4",,"1","0","80","4","129","98","3","1","10182","7","58","0","249",,,"199","1","264","3","2","4","5","7","0","3","2","22","6","4","234","35","992","114","5","1","2","1","111111","1111111A111111",,,"1","1",,,,,,,,,,"4"
"PHSG","2015-09-30T09:00:00","20.40","-156.90",,,"1","4","0","0","9","4",,"1","0","80","4","165",,"2","1","10140","1","0","0","270","0","240","226","1","270","5",,"5","7","7","0",,,"8","2","2","234","6","992","114","5","1","2","1","114111","11A11111111A17",,,"1","1",,,,,,,,,,"4"
"WTDH","2015-09-30T09:00:00","21.10","-158.80",,,"1","4","0","0",,,,"1","0","40","4","77",,,,"10154",,,"0","262",,,"224","3","285",,,,"A",,,,,,,,"234","18","992","114","5","1","2","1","111111","11AAA11A118AAA",,,"3",,,,,,,,,,,"4"
"5100208","2015-09-30T09:01:00","22.30","-159.60",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","278",,,,,,,"8","5","5","11","1","234","29","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"5100204","2015-09-30T09:03:00","21.30","-158.10",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","281",,,,,,,"8","2","19","13","1","234","18","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,,,,"4"
"5100207","2015-09-30T09:03:00","21.50","-157.80",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","270",,,,,,,"7","4","5","11","1","234","17","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"5100201","2015-09-30T09:04:00","21.70","-158.10",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","269",,,,,,,"9","4","3","11","1","234","18","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-30T09:06:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","70","4","31",,,,"10153",,,"0","242",,,,"1","273",,,,"A",,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-30T09:06:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","270","4","26",,,,"10125",,,"0","285",,,,"1","289",,,,"A",,,,,,,,"234","5","995","114","16","0",,"1","11311F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-30T09:06:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","70","4","77",,,,"10157",,,,"257",,,,"1","270",,,,,,,,,,,,"234","17","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-30T09:06:00","21.95","-159.36",,,"1","4","2","5",,,,"5",,,,,,,,,,,,,,,,"1","273",,,,,,,,,,,,"234","19","795","103","16","1","2","1","1FFFFF","1AAAAAAAA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-30T09:06:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","50","4","26",,,,"10153",,,"0","250",,,,"1","278",,,,"A",,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"5100205","2015-09-30T09:07:00","21.00","-156.40",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","271",,,,,,,"8","4","4","11","2","234","16","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"5100202","2015-09-30T09:11:00","21.40","-157.70",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","276",,,,,,,"8","6","6","11","2","234","17","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-30T09:12:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","50","4","31",,,,"10153",,,"0","244",,,,"1","273",,,,"A",,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-30T09:12:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","180","4","21",,,,"10126",,,"0","285",,,,"1","289",,,,"A",,,,,,,,"234","5","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-30T09:12:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","80","4","72",,,,"10157",,,,"259",,,,"1","270",,,,,,,,,,,,"234","17","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-30T09:12:00","21.95","-159.36",,,"1","4","2","5",,,,"5",,,,,,,,,,,,,,,,"1","273",,,,,,,,,,,,"234","19","795","103","16","1","2","1","1FFFFF","1AAAAAAAA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-30T09:12:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","70","4","26",,,,"10153",,,"0","249",,,,"1","278",,,,"A",,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-30T09:18:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","40","4","51",,,,"10154",,,"0","247",,,,"1","272",,,,"A",,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-30T09:18:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","180","4","21",,,,"10127",,,"0","285",,,,"1","289",,,,"A",,,,,,,,"234","5","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-30T09:18:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","80","4","62",,,,"10157",,,,"259",,,,"1","269",,,,,,,,,,,,"234","17","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-30T09:18:00","21.95","-159.36",,,"1","4","2","5",,,,"5",,,,,,,,,,,,,,,,"1","273",,,,,,,,,,,,"234","19","795","103","16","1","2","1","1FFFFF","1AAAAAAAA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-30T09:18:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","40","4","26",,,,"10153",,,"0","250",,,,"1","278",,,,"A",,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-30T09:24:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","60","4","41",,,,"10153",,,"0","249",,,,"1","272",,,,"A",,,,,,,,"234","6","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-30T09:24:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","30","4","10",,,,"10128",,,"0","286",,,,"1","288",,,,"A",,,,,,,,"234","5","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-30T09:24:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","70","4","77",,,,"10157",,,,"260",,,,"1","269",,,,,,,,,,,,"234","17","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-30T09:24:00","21.95","-159.36",,,"1","3","2","5",,,,"5",,,,,,,,,,,,,,,,,"272",,,,,,,,,,,,"234","19","797","103","16","1","2","1","1FFFFF","1AAAAAAAA1AAAA","31",,,,,,,,,,,,,
"OOUH1","2015-09-30T09:24:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","70","4","26",,,,"10152",,,"0","253",,,,"1","278",,,,"A",,,,,,,,"234","17","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-30T09:30:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","60","4","31",,,,"10152",,,"0","250",,,,"1","272",,,,"A",,,,,,,,"234","6","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-30T09:30:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","280","4","21",,,,"10128",,,"0","284",,,,"1","288",,,,"A",,,,,,,,"234","5","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-30T09:30:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","80","4","77",,,,"10156",,,,"262",,,,"1","269",,,,,,,,,,,,"234","17","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-30T09:30:00","21.95","-159.36",,,"1","4","2","5",,,,"5",,,,,,,,,,,,,,,,"1","273",,,,,,,,,,,,"234","19","795","103","16","1","2","1","1FFFFF","1AAAAAAAA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-30T09:30:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","60","4","41",,,,"10152",,,"0","254",,,,"1","278",,,,"A",,,,,,,,"234","17","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"5100208","2015-09-30T09:31:00","22.30","-159.60",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","278",,,,,,,"8","5","5","11","1","234","29","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"5100204","2015-09-30T09:33:00","21.30","-158.10",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","281",,,,,,,"9","2","19","13","1","234","18","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,,,,"4"
"5100207","2015-09-30T09:33:00","21.50","-157.80",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","270",,,,,,,"8","4","3","11","1","234","17","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"5100201","2015-09-30T09:34:00","21.70","-158.10",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","269",,,,,,,"8","4","3","11","1","234","18","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-30T09:36:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","30","4","31",,,,"10151",,,"0","249",,,,"1","272",,,,"A",,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-30T09:36:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","20","4","21",,,,"10126",,,"0","284",,,,"1","288",,,,"A",,,,,,,,"234","5","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-30T09:36:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","80","4","77",,,,"10156",,,,"262",,,,"1","269",,,,,,,,,,,,"234","17","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-30T09:36:00","21.95","-159.36",,,"1","4","2","5",,,,"5",,,,,,,,,,,,,,,,"1","273",,,,,,,,,,,,"234","19","795","103","16","1","2","1","1FFFFF","1AAAAAAAA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-30T09:36:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","100","4","21",,,,"10152",,,"0","250",,,,"1","278",,,,"A",,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"5100205","2015-09-30T09:37:00","21.00","-156.40",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","272",,,,,,,"7","5","5","11","2","234","16","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"5100202","2015-09-30T09:41:00","21.40","-157.70",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","276",,,,,,,"8","5","4","11","2","234","17","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-30T09:42:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","10","4","21",,,,"10150",,,"0","251",,,,"1","272",,,,"A",,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-30T09:42:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","40","4","21",,,,"10127",,,"0","285",,,,"1","288",,,,"A",,,,,,,,"234","5","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-30T09:42:00","21.43","-157.79",,,"1","4","2","5",,,,"5",,,,,,,,"10155",,,,,,,,"1","269",,,,,,,,,,,,"234","17","795","103","16","1","2","1","1FFF1F","1AAAA1AAA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-30T09:42:00","21.95","-159.36",,,"1","4","2","5",,,,"5",,,,,,,,,,,,,,,,"1","274",,,,,,,,,,,,"234","19","795","103","16","1","2","1","1FFFFF","1AAAAAAAA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-30T09:42:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","110","4","26",,,,"10153",,,"0","246",,,,"1","278",,,,"A",,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-30T09:48:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","20","4","36",,,,"10151",,,"0","253",,,,"1","272",,,,"A",,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-30T09:48:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","140","4","31",,,,"10127",,,"0","284",,,,"1","288",,,,"A",,,,,,,,"234","5","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-30T09:48:00","21.43","-157.79",,,"1","4","2","5",,,,"5",,,,,,,,"10155",,,,,,,,"1","269",,,,,,,,,,,,"234","17","795","103","16","1","2","1","1FFF1F","1AAAA1AAA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-30T09:48:00","21.95","-159.36",,,"1","4","2","5",,,,"5",,,,,,,,,,,,,,,,"1","274",,,,,,,,,,,,"234","19","795","103","16","1","2","1","1FFFFF","1AAAAAAAA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-30T09:48:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","110","4","21",,,,"10152",,,"0","247",,,,"1","278",,,,"A",,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"WTEE","2015-09-30T09:48:00","21.40","-159.00",,,"1","4","2","0","2","2",,"1","0","60","4","149",,,,"10145",,,"0","258",,,,,,,,,"A",,,,,,,,"234","19","992","114","5","1","2","1","F1111F","11AAA11AAA8AAA",,,"3",,,,,,,,,,,"4"
"5100000","2015-09-30T09:50:00","23.50","-153.80",,,"1","4",,"0",,,,"11","0","70","1","90",,,,"10172","0","0",,"251",,,,"1","266",,,,,,,"8","4","5","11","3","234","33","793","103","6","1","2","1","11111F","11AAA11AA1A111",,,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-30T09:54:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","50","4","62",,,,"10151",,,"0","254",,,,"1","272",,,,"A",,,,,,,,"234","6","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-30T09:54:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","340","4","26",,,,"10125",,,"0","284",,,,"1","288",,,,"A",,,,,,,,"234","5","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-30T09:54:00","21.43","-157.79",,,"1","4","2","5",,,,"5",,,,,,,,"10154",,,,,,,,"1","269",,,,,,,,,,,,"234","17","795","103","16","1","2","1","1FFF1F","1AAAA1AAA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-30T09:54:00","21.95","-159.36",,,"1","3","2","5",,,,"5",,,,,,,,,,,,,,,,,"272",,,,,,,,,,,,"234","19","797","103","16","1","2","1","1FFFFF","1AAAAAAAA1AAAA","31",,,,,,,,,,,,,
"OOUH1","2015-09-30T09:54:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","50","4","26",,,,"10151",,,"0","249",,,,"1","278",,,,"A",,,,,,,,"234","17","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"WTEY","2015-09-30T09:57:00","21.60","-159.10",,,"1","4","2","0","2","2",,"1","0","70","4","144",,,,"10148",,,"0","271",,,,"0","280",,,,"A",,,,,,,,"234","19","992","114","5","1","2","1","11111F","11AAA11AA18AAA",,,"3",,,,,,,,,,,"4"
"2100908","2015-09-30T10:00:00","24.68","-156.25",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,"234","46","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4600561","2015-09-30T10:00:00","28.39","-155.53",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,"234","85","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"KLIH1","2015-09-30T10:00:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","40","4","46",,,,"10148","8","5","0","253",,,,"1","273",,,,"A",,,,,,,,"234","6","995","114","16","1","2","1","11111F","11AAA11AA18AA1","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-30T10:00:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","360","4","31",,,,"10127","1","3","0","284",,,,"1","288",,,,"A",,,,,,,,"234","5","995","114","16","1","2","1","11111F","11AAA11AA18AA1","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-30T10:00:00","21.43","-157.79",,,"1","4","2","5",,,,"5",,,,,,,,"10155","0","0",,,,,,"1","269",,,,,,,,,,,,"234","17","795","103","16","1","2","1","1FFF1F","1AAAA1AAA1AAA1","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-30T10:00:00","21.95","-159.36",,,"1","4","2","5",,,,"5",,,,,,,,,,,,,,,,"1","273",,,,,,,,,,,,"234","19","795","103","16","1","2","1","1FFFFF","1AAAAAAAA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-30T10:00:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","70","4","26",,,,"10151","0","0","0","252",,,,"1","278",,,,"A",,,,,,,,"234","17","995","114","16","1","2","1","11111F","11AAA11AA18AA1","31",,"6",,,,,,,,,,,"4"
"PCHM","2015-09-30T10:00:00","23.00","-156.10",,,"1","4","0","0","5","4",,"1","0","80","4","129","98","3","2","10170","7","70","0","246",,,"194","1","264","3","2","4","5","7","0","3","2","22","6","4","234","36","992","114","5","1","2","1","111111","1111111A111111",,,"1","2",,,,,,,,,,"4"
"PDAN","2015-09-30T10:00:00","20.50","-156.20",,,"1","4","0","0","2","3",,"1","0",,"4",,"98","2","0","10148","3","10","0","266","0","220","196","1","267","3","3","1","5","A","A","1","4","38","5","3","234","6","992","114","5","1","2","1","116111","11111111111111",,,"1","0",,,,,,,,,,"4"
"WTDH","2015-09-30T10:00:00","21.20","-158.70",,,"1","4","0","0",,,,"1","0","80","4","98",,,,"10153",,,"0","264",,,"216","3","285",,,,"A",,,,,,,,"234","18","992","114","5","1","2","1","111111","11AAA11A118AAA",,,"3",,,,,,,,,,,"4"
"5100208","2015-09-30T10:01:00","22.30","-159.60",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","278",,,,,,,"8","5","4","11","1","234","29","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"5100204","2015-09-30T10:03:00","21.30","-158.10",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","281",,,,,,,"8","2","20","13","1","234","18","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,,,,"4"
"5100207","2015-09-30T10:03:00","21.50","-157.80",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","269",,,,,,,"7","4","4","11","1","234","17","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"5100201","2015-09-30T10:04:00","21.70","-158.10",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","269",,,,,,,"9","4","4","11","1","234","18","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-30T10:06:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","50","4","51",,,,"10149",,,"0","253",,,,"1","273",,,,"A",,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-30T10:06:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","50","4","57",,,,"10128",,,"0","282",,,,"1","288",,,,"A",,,,,,,,"234","5","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-30T10:06:00","21.43","-157.79",,,"1","4","2","5",,,,"5",,,,,,,,"10154",,,,,,,,"1","268",,,,,,,,,,,,"234","17","795","103","16","1","2","1","1FFF1F","1AAAA1AAA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-30T10:06:00","21.95","-159.36",,,"1","4","2","5",,,,"5",,,,,,,,,,,,,,,,"1","272",,,,,,,,,,,,"234","19","795","103","16","1","2","1","1FFFFF","1AAAAAAAA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-30T10:06:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","70","4","21",,,,"10150",,,"0","253",,,,"1","277",,,,"A",,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"5100205","2015-09-30T10:07:00","21.00","-156.40",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","272",,,,,,,"8","5","4","11","2","234","16","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"5100202","2015-09-30T10:11:00","21.40","-157.70",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","276",,,,,,,"7","5","4","11","2","234","17","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-30T10:12:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","60","4","67",,,,"10148",,,"0","250",,,,"1","273",,,,"A",,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-30T10:12:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","50","4","57",,,,"10124",,,"0","281",,,,"1","288",,,,"A",,,,,,,,"234","5","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
