"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"4300565","2015-09-29T22:10:00","28.16","-79.75",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","300",,,,,,,,,,,,"242","89","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100575","2015-09-29T22:13:00","29.36","-76.44",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,"242","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100647","2015-09-29T22:13:00","29.82","-76.39",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,"242","96","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100650","2015-09-29T22:13:00","27.73","-70.05",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,"242","70","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100647","2015-09-29T22:14:00","29.82","-76.39",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,"242","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-29T22:14:00","27.23","-71.55",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"242","71","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300554","2015-09-29T22:15:00","27.19","-75.60",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","295",,,,,,,,,,,,"242","75","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300565","2015-09-29T22:15:00","28.16","-79.75",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"300",,,,,,,,,,,,"242","89","794","103","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100647","2015-09-29T22:17:00","29.82","-76.39",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,"242","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100650","2015-09-29T22:18:00","27.73","-70.05",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,"242","70","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-29T22:18:00","27.23","-71.56",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"242","71","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100647","2015-09-29T22:19:00","29.82","-76.39",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,"242","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-29T22:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","280","1","10",,,,"10095",,,,"287",,,"218","1","308",,,,,,,,,,,,"242","88","793","103","6","1","2","2","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4300554","2015-09-29T22:30:00","27.19","-75.61",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","295",,,,,,,,,,,,"242","75","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300565","2015-09-29T22:30:00","28.19","-79.74",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"300",,,,,,,,,,,,"242","89","794","103","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100575","2015-09-29T22:38:00","29.36","-76.44",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,"242","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100647","2015-09-29T22:38:00","29.82","-76.38",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,"242","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-29T22:38:00","27.23","-71.56",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"242","71","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300554","2015-09-29T22:38:00","27.19","-75.61",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","295",,,,,,,,,,,,"242","75","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300565","2015-09-29T22:38:00","28.19","-79.74",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","300",,,,,,,,,,,,"242","89","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100647","2015-09-29T22:39:00","29.82","-76.38",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,"242","96","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100650","2015-09-29T22:39:00","27.73","-70.05",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,"242","70","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100928","2015-09-29T22:39:00","25.36","-74.74",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","303",,,,,,,,,,,,"242","54","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100647","2015-09-29T22:40:00","29.81","-76.38",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,"242","96","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100590","2015-09-29T22:41:00","28.16","-70.74",,,"1","4","2","5",,,,"11",,,,,,,,"10062",,"2","8",,,,,"9","294",,,,,,,,,,,,"242","80","798","172","7","0",,"2","1FFF2F","1AAAA1AAA1AAA7","4",,,,,,,,,,,,,
"4100688","2015-09-29T22:42:00","27.23","-71.56",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"242","71","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100650","2015-09-29T22:43:00","27.73","-70.05",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,"242","70","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300554","2015-09-29T22:45:00","27.19","-75.61",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","295",,,,,,,,,,,,"242","75","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300565","2015-09-29T22:45:00","28.19","-79.74",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"300",,,,,,,,,,,,"242","89","794","103","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100575","2015-09-29T22:46:00","29.36","-76.44",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,"242","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100647","2015-09-29T22:46:00","29.82","-76.38",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"288",,,,,,,,,,,,"242","96","794","103","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100650","2015-09-29T22:47:00","27.73","-70.05",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-29T22:47:00","27.23","-71.56",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"242","71","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-29T22:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","260","1","10",,,,"10094","6","4",,"287",,,"220","1","307",,,,,,,"12","5","8","12","5","242","88","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-29T22:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","110","1","110",,,,"10034","2","4",,"285",,,"235","1","296",,,,,,,"7","7","12","11","4","242","71","793","103","6","1","2","2","111141","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100590","2015-09-29T23:00:00","28.16","-70.74",,,"1","3","2","5",,,,"11",,,,,,,,"10062","2","2","0",,,,,,"294",,,,,,,,,,,,"242","80","794","103","7","1","2","1","1FFF2F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-29T23:00:00","25.36","-74.74",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","303",,,,,,,,,,,,"242","54","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"A8IE9","2015-09-29T23:00:00","25.30","-72.60",,,"1","4","0","0","3","3",,"1","0",,"4",,"97","3","6",,"6","25","0","295","0","275","269","1","298","7","5","3","3","7","A","9","6","7","12","7","242","52","992","114","5","1","2","1","111661","11111111111111",,"1","2",,,,,,,,,,,"4"
"C6FN4","2015-09-29T23:00:00","24.80","-75.90",,,"1","4","0","0","8","2",,"1","0","320","4","144",,,"1","10070","4","0","0","260","0","230","218",,"270","4","4","2","4","A","A","6","3",,,,"242","45","992","114","5","1","2","2","115421","11AA11111111A1",,"1","1",,,,,,,,,,,"4"
"SPGF1","2015-09-29T23:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","250","4","31",,,,"10103","5","0",,"289",,,"237",,,,,,,,,,,,,,"242","68","795","103","13","1","2","2","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"WCDP","2015-09-29T23:00:00","27.60","-79.70",,,"1","4","0","0","8","4","1","1","0","280","3","51","98","2","2","10090","8","4","0","285","0","255","242","1","290","7","5","7","3","2","A","3","1","2","6","3","242","79","992","114","5","1","2","2","111111","11111111111111",,"1","2",,,,,,,,,,,"4"
"4300554","2015-09-29T23:15:00","27.18","-75.61",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","295",,,,,,,,,,,,"242","75","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300565","2015-09-29T23:15:00","28.22","-79.74",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"300",,,,,,,,,,,,"242","89","794","103","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-29T23:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","240","1","10",,,,"10093",,,,"287",,,"221","1","305",,,,,,,,,,,,"242","88","793","103","6","1","2","2","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4300554","2015-09-29T23:30:00","27.18","-75.61",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"242","75","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300565","2015-09-29T23:30:00","28.22","-79.74",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"300",,,,,,,,,,,,"242","89","794","103","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100590","2015-09-29T23:32:00","28.17","-70.76",,,"1","4","2","5",,,,"11",,,,,,,,"10068",,"6","8",,,,,"9","294",,,,,,,,,,,,"242","80","798","172","7","0",,"1","1FFF2F","1AAAA1AAA1AAA7","4",,,,,,,,,,,,,
"4100650","2015-09-29T23:32:00","27.73","-70.07",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,"242","70","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300554","2015-09-29T23:32:00","27.18","-75.61",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","295",,,,,,,,,,,,"242","75","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100647","2015-09-29T23:33:00","29.81","-76.36",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,"242","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-29T23:33:00","27.24","-71.57",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"242","71","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300565","2015-09-29T23:33:00","28.22","-79.74",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","300",,,,,,,,,,,,"242","89","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100575","2015-09-29T23:34:00","29.36","-76.44",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,"242","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100928","2015-09-29T23:34:00","25.36","-74.74",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","303",,,,,,,,,,,,"242","54","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-29T23:36:00","27.24","-71.57",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"242","71","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100647","2015-09-29T23:37:00","29.81","-76.36",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,"242","96","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100575","2015-09-29T23:38:00","29.36","-76.44",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,"242","96","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100650","2015-09-29T23:38:00","27.73","-70.07",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300565","2015-09-29T23:45:00","28.19","-79.74",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"300",,,,,,,,,,,,"242","89","794","103","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-29T23:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","361","1","0",,,,"10094","4","0",,"286",,,"223","1","305",,,,,,,"11","5","6","11","5","242","88","793","103","6","1","2","1","111111","11AAA11A11A711",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-29T23:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","110","1","130",,,,"10037","1","7",,"287",,,"233","1","295",,,,,,,"11","9",,,,"242","71","793","103","6","1","2","1","111141","11AAA11A11A1A1",,"6",,,,,,,,,,,,"4"
"4100575","2015-09-29T23:50:00","29.36","-76.44",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,"242","96","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100647","2015-09-29T23:52:00","29.82","-76.38",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,"242","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100647","2015-09-29T23:53:00","29.82","-76.38",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,"242","96","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100647","2015-09-29T23:55:00","29.82","-76.38",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,"242","96","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100647","2015-09-29T23:57:00","29.82","-76.38",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,"242","96","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"3FUU","2015-09-30T00:00:00","29.80","-74.90",,,"1","4","0","0","1","3",,"1","0","361","4","0","98","2","0","10090","4","0","0","290","0","270","262","1","240","2","2","7","2","A","A","4","3",,,,"242","94","992","114","5","1","2","1","411111","111111111117A1",,"1","0",,,,,,,,,,,"4"
"4100590","2015-09-30T00:00:00","28.17","-70.76",,,"1","3","2","5",,,,"11",,,,,,,,"10068","2","6","0",,,,,,"294",,,,,,,,,,,,"242","80","794","103","7","1","2","1","1FFF2F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-30T00:00:00","25.36","-74.74",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","303",,,,,,,,,,,,"242","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"9HA3488","2015-09-30T00:00:00","24.90","-70.40",,,"1","4","0","0","3","3",,"1","0",,"4",,"96","13",,,"3","30","0","255","0","230","220","1","292",,,,"A",,,,,,,,"242","40","992","114","5","1","2","1","111761","1111A611118AA1",,"1",,,,,,,,,,,,"4"
"C6ZJ8","2015-09-30T00:00:00","26.30","-78.80",,,"1","4","0","0","0","0",,"1","0","250","4","62","98","2","2","10110","4","0","0","290","0","270","263","1","320","8","8","6","5","A","A","2","1",,,,"242","68","992","114","5","1","2","1","311111","111111111111A1",,"1","2",,,,,,,,,,,"4"
"KABL","2015-09-30T00:00:00","27.40","-80.00",,,"1","4","0","0","4","3",,"1","0","190","3","62","97","3","8","10081","5","19","0","270","0","250","241","1","300","6","5","3","5","7","A","4","1","5","6","3","241","70","992","114","5","1","2","1","111111","11111111111111",,"1","6",,,,,,,,,,,"4"
"SPGF1","2015-09-30T00:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","260","4","72",,,,"10105","2","4",,"279",,,"240",,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100010","2015-09-30T00:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","290","1","30",,,,"10096",,,,"282",,,"225","1","303",,,,,,,,,,,,"242","88","793","103","6","1","2","1","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4300554","2015-09-30T00:45:00","27.18","-75.61",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"242","75","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300565","2015-09-30T00:45:00","28.22","-79.74",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"299",,,,,,,,,,,,"242","89","794","103","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-30T00:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","310","1","20",,,,"10094","4","0",,"272",,,"229","1","302",,,,,,,"11","5","6","11","5","242","88","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-30T00:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","100","1","130",,,,"10040","3","6",,"288",,,"235","1","295",,,,,,,"11","10",,,,"242","71","793","103","6","1","2","1","112141","11AAA11A11A1A1",,"6",,,,,,,,,,,,"4"
"4100575","2015-09-30T00:58:00","29.36","-76.44",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,"242","96","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100590","2015-09-30T00:58:00","28.18","-70.77",,,"1","4","2","5",,,,"11",,,,,,,,"10076",,"14","8",,,,,"9","294",,,,,,,,,,,,"242","80","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAA7","4",,,,,,,,,,,,,
"4100647","2015-09-30T00:58:00","29.82","-76.38",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,"242","96","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-30T00:58:00","27.25","-71.59",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","295",,,,,,,,,,,,"242","71","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100928","2015-09-30T00:58:00","25.36","-74.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"242","54","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100650","2015-09-30T00:59:00","27.73","-70.07",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-30T00:59:00","27.24","-71.57",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","295",,,,,,,,,,,,"242","71","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100590","2015-09-30T01:00:00","28.18","-70.77",,,"1","3","2","5",,,,"11",,,,,,,,"10071","2","7","0",,,,,,"294",,,,,,,,,,,,"242","80","794","103","7","1","2","1","1FFF2F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100647","2015-09-30T01:00:00","29.80","-76.37",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,"242","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100650","2015-09-30T01:00:00","27.74","-70.09",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,"242","70","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100928","2015-09-30T01:00:00","25.36","-74.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"242","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300554","2015-09-30T01:00:00","27.18","-75.61",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"242","75","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300565","2015-09-30T01:00:00","28.22","-79.74",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"299",,,,,,,,,,,,"242","89","794","103","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"J8AZ3","2015-09-30T01:00:00","25.80","-77.70",,,"1","4","0","0","7","3",,"1","0","340","4","62","97",,"1","10097","6","3","0","290","0","265","255","1","285","7","7","5","5","8","8","6","3","33","6","4","242","57","992","114","5","1","2","1","111111","111A1111111111",,"1","1",,,,,,,,,,,"4"
"SPGF1","2015-09-30T01:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","270","4","67",,,,"10106","2","3",,"279",,,"235",,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100647","2015-09-30T01:01:00","29.80","-76.37",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,"242","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-30T01:03:00","27.25","-71.59",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","295",,,,,,,,,,,,"242","71","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100575","2015-09-30T01:04:00","29.37","-76.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,"242","96","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100647","2015-09-30T01:04:00","29.80","-76.37",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,"242","96","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100650","2015-09-30T01:04:00","27.74","-70.09",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100647","2015-09-30T01:07:00","29.80","-76.37",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,"242","96","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
