"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"EUMDE10","2023-09-22T07:00:00","22.74","69.71",,,"1","5","2","5","0","0","1",,,,,,,,,"10070","7","9","8","312",,,"254",,,,,,,,,,,,,,,"220","29","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE10","2023-09-22T08:00:00","22.74","69.71",,,"1","5","2","5","0","0","1",,,,,,,,,"10062","7","18","8","321",,,"251",,,,,,,,,,,,,,,"220","29","798","172","5","0",,"2","F3FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE10","2023-09-22T09:00:00","22.74","69.71",,,"1","5","2","5","0","0","1",,,,,,,,,"10054","7","23","8","311",,,"251",,,,,,,,,,,,,,,"220","29","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE10","2023-09-22T10:00:00","22.74","69.71",,,"1","5","2","5","0","0","1",,,,,,,,,"10049","7","22","8","312",,,"255",,,,,,,,,,,,,,,"220","29","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE10","2023-09-22T11:00:00","22.74","69.71",,,"1","5","2","5","0","0","1",,,,,,,,,"10046","7","17","8","300",,,"256",,,,,,,,,,,,,,,"220","29","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE10","2023-09-22T12:00:00","22.74","69.71",,,"1","5","2","5","0","0","1",,,,,,,,,"10045","7","10","8","300",,,"253",,,,,,,,,,,,,,,"220","29","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE10","2023-09-22T13:00:00","22.74","69.71",,,"1","5","2","5","0","0","1",,,,,,,,,"10048","7","1","8","296",,,"255",,,,,,,,,,,,,,,"220","29","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE10","2023-09-22T14:00:00","22.74","69.71",,,"1","5","2","5","0","0","1",,,,,,,,,"10052","2","7","8","293",,,"262",,,,,,,,,,,,,,,"220","29","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE10","2023-09-22T15:00:00","22.74","69.71",,,"1","5","2","5","0","0","1",,,,,,,,,"10063","2","18","8","290",,,"258",,,,,,,,,,,,,,,"220","29","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE10","2023-09-22T16:00:00","22.74","69.71",,,"1","5","2","5","0","0","1",,,,,,,,,"10074","2","26","8","286",,,"259",,,,,,,,,,,,,,,"220","29","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE10","2023-09-22T17:00:00","22.74","69.71",,,"1","5","2","5","0","0","1",,,,,,,,,"10079","2","26","8","283",,,"258",,,,,,,,,,,,,,,"220","29","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"3FAZ9","2023-09-22T18:00:00","20.40","64.50",,,"1","6","2","5","1","1","1",,"230","4","82","1","97",,,"10088",,,"8","290","0","270","263","3","290",,,,,,,,,,,,,"220","4","798","172","5","0",,"1","111111","111AA11111AAAA","5",,,,,,,,,,,
"EUMDE10","2023-09-22T18:00:00","22.74","69.71",,,"1","5","2","5","0","0","1",,,,,,,,,"10077","2","14","8","280",,,"257",,,,,,,,,,,,,,,"220","29","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE10","2023-09-22T19:00:00","22.74","69.71",,,"1","5","2","5","0","0","1",,,,,,,,,"10073","7","1","8","278",,,"256",,,,,,,,,,,,,,,"220","29","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE10","2023-09-22T20:00:00","22.70","69.74",,,"1","5","2","5","4","2","1","5","205",,"71",,,,,"10062","7","17","8","279",,,"257",,,,,,,,,,,,,,,"220","29","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE10","2023-09-22T21:00:00","22.64","69.57",,,"1","5","2","5","6","4","1","5","165",,"73",,,,,"10060","7","17","8","277",,,"262",,,,,,,,,,,,,,,"220","29","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE10","2023-09-22T22:00:00","22.60","69.32",,,"1","5","2","5","6","3","1","5","195",,"49",,,,,"10055","7","18","8","275",,,"260",,,,,,,,,,,,,,,"220","29","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE10","2023-09-22T23:00:00","22.64","69.09",,,"1","5","2","5","6","3","1","5","185",,"71",,,,,"10053","7","9","8","270",,,"261",,,,,,,,,,,,,,,"220","29","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE10","2023-09-23T00:00:00","22.54","68.89",,,"1","5","2","5","4","4","1","5","215",,"34",,,,,"10054","7","6","8","274",,,"257",,,,,,,,,,,,,,,"220","28","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE10","2023-09-23T01:00:00","22.31","68.77",,,"1","5","2","5","5","4","1",,"220",,"42",,,,,"10062","2","7","8","275",,,"259",,,,,,,,,,,,,,,"220","28","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE10","2023-09-23T02:00:00","22.04","68.74",,,"1","5","2","5","5","4","1","5","185",,"32",,,,,"10071","2","18","8","277",,,"263",,,,,,,,,,,,,,,"220","28","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE10","2023-09-23T03:00:00","21.89","68.52",,,"1","5","2","5","5","4","1",,"240",,"59",,,,,"10079","2","25","8","276",,,"250",,,,,,,,,,,,,,,"220","18","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE10","2023-09-23T04:00:00","21.67","68.42",,,"1","5","2","5","4","4","1","5","255",,"87",,,,,"10088","2","26","8","285",,,"256",,,,,,,,,,,,,,,"220","18","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"9V7382","2023-09-23T05:00:00","21.50","68.40",,,"1","6","2","5","3","4","1",,"250","3","108","1","98","1","2","10088","1","24","8","310","0","250","227","3","280","4","4","4","8","A","A",,"4","1","21","9","3","220","18","798","172","5","0",,"2","111112","11111111111111","5",,"2",,,,,,,,,
"EUMDE10","2023-09-23T05:00:00","21.42","68.56",,,"1","5","2","5","3","4","1",,"260",,"92",,,,,"10091","2","20","8","288",,,"256",,,,,,,,,,,,,,,"220","18","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"3FAZ9","2023-09-23T06:00:00","20.80","64.30",,,"1","6","2","5","7","3","1",,"270","4","98","1","97",,,"10088",,,"8","290","0","270","263","3","290",,,,,,,,,"2",,,,"220","4","798","172","5","0",,"2","111111","111AA11111A3AA","5",,,,,,,,,,,
"7KNE","2023-09-23T06:00:00","21.70","68.90",,,"1","6","2","5","8","2","1",,"250","4","87","1","97","2","1","10095","1","7","8","310","0","280","269",,"290","6","3","5","5","6","8",,"3","2","23","3","2","220","18","798","172","5","0",,"2","111111","11111111111111","5",,"1",,,,,,,,,
"EUMDE10","2023-09-23T06:00:00","21.16","68.68",,,"1","5","2","5","4","4","1","5","255",,"87",,,,,"10091","2","12","8","289",,,"255",,,,,,,,,,,,,,,"220","18","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE10","2023-09-23T07:00:00","20.90","68.80",,,"1","5","2","5","3","4","1","5","265",,"88",,,,,"10092","2","4","8","290",,,"253",,,,,,,,,,,,,,,"220","8","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE10","2023-09-23T08:00:00","20.65","68.94",,,"1","5","2","5","3","4","1","5","265",,"85",,,,,"10085","7","5","8","291",,,"253",,,,,,,,,,,,,,,"220","8","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"V7A5868","2023-09-23T08:00:00","20.40","62.90",,,"1","6","2","5","7","3","1",,"300","4","123","1","98","0","1","10090","4","0","8","300",,,"260","0","300","5","5","2","7","8","0",,"10","4","30","10","4","220","2","798","172","5","1","2","2","111211","1111111A111111","5",,"1","31","12","4",,,,,,
"EUMDE10","2023-09-23T09:00:00","20.40","69.08",,,"1","5","2","5","3","4","1",,"270",,"83",,,,,"10081","7","10","8","291",,,"253",,,,,,,,,,,,,,,"220","9","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"9V7382","2023-09-23T10:00:00","20.10","69.20",,,"1","6","2","5","3","4","1",,"270","3","87","1","98","2","2","10069","7","18","8","305","0","275","265","3","300","6","6","1","4","3","A",,"5","2",,,,"220","9","798","172","5","0",,"2","111111","111111111111A1","5",,"2",,,,,,,,,
"EUMDE10","2023-09-23T10:00:00","20.14","69.21",,,"1","5","2","5","3","4","1",,"270",,"77",,,,,"10074","7","17","8","291",,,"252",,,,,,,,,,,,,,,"220","9","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"TBWUK50","2023-09-23T14:00:00","20.92","62.53",,,"1","6","2","5","3","2","1","5",,,,"1","97","1",,"10076","3","9","8","281",,"261","253","1","280",,,,,,,,,,,,,"220","2","798","172","5","0",,"1","11FF11","1711A11111AAA1","5",,,,,,,,,,,
"VRMD3","2023-09-23T23:00:00","23.20","62.60",,,"1","6","2","5","7","3","1",,"240","4","62",,,,,"10050",,,"8","280",,"260","252","7","310",,,"A",,"A","A",,,,,,,"220","32","798","172","5","1","2","1","111111","11AAA111118AAA","5",,,,,,,,,,,
"EUMDE61","2023-09-24T00:00:00","23.15","60.11",,,"1","5","2","5","3","3","1",,"200",,"46",,,,,"10057","7","3","8","281",,,"260",,,,,,,,,,,,,,,"220","30","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE61","2023-09-24T01:00:00","23.02","60.28",,,"1","5","2","5","3","3","1",,"230",,"47",,,,,"10063","2","7","8","278",,,"256",,,,,,,,,,,,,,,"220","30","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE61","2023-09-24T02:00:00","22.88","60.44",,,"1","5","2","5","3","3","1","5","225",,"67",,,,,"10071","2","16","8","279",,,"248",,,,,,,,,,,,,,,"220","20","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE61","2023-09-24T03:00:00","22.74","60.60",,,"1","5","2","5","3","3","1",,"220",,"65",,,,,"10077","2","20","8","275",,,"245",,,,,,,,,,,,,,,"220","20","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE61","2023-09-24T04:00:00","22.60","60.77",,,"1","5","2","5","3","3","1","5","215",,"61",,,,,"10087","2","24","8","273",,,"248",,,,,,,,,,,,,,,"220","20","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE61","2023-09-24T05:00:00","22.45","60.94",,,"1","5","2","5","3","3","1","5","225",,"73",,,,,"10089","2","17","8","274",,,"249",,,,,,,,,,,,,,,"220","20","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"7KBT","2023-09-24T06:00:00","22.00","61.20",,,"1","6","2","5","7","2","1",,"270","4","82","1","98","2","2","10090","1","10","8","280","0","260","252","1","300","6","6","5","A","7","8",,"3","2","23","6","4","220","21","798","172","5","0",,"2","111111","11111111111111","5",,"2",,,,,,,,,
"EUMDE61","2023-09-24T06:00:00","22.30","61.11",,,"1","5","2","5","3","3","1","5","245",,"67",,,,,"10090","2","12","8","282",,,"251",,,,,,,,,,,,,,,"220","21","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE61","2023-09-24T07:00:00","22.15","61.29",,,"1","5","2","5","3","3","1",,"290",,"63",,,,,"10088","2","2","8","292",,,"255",,,,,,,,,,,,,,,"220","21","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"TBWUK72","2023-09-24T07:00:00","23.07","60.47",,,"1","6","2","5","3","4","1",,"230",,"77","1","98",,"2","10063","8",,"8","311",,"281","270","1","290","4","0","1","4","1","1",,"4","1",,,,"220","30","798","172","5","0",,"2","111111","111A11111111A7","5",,"2",,,,,,,,,
"EUMDE61","2023-09-24T08:00:00","21.99","61.46",,,"1","5","2","5","3","3","1","5","295",,"69",,,,,"10084","7","5","8","298",,,"252",,,,,,,,,,,,,,,"220","11","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE61","2023-09-24T09:00:00","21.84","61.64",,,"1","5","2","5","3","3","1",,"310",,"64",,,,,"10079","7","11","8","300",,,"252",,,,,,,,,,,,,,,"220","11","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE61","2023-09-24T10:00:00","21.69","61.82",,,"1","5","2","5","3","3","1","5","315",,"56",,,,,"10073","7","15","8","296",,,"253",,,,,,,,,,,,,,,"220","11","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE61","2023-09-24T11:00:00","21.54","62.00",,,"1","5","2","5","3","3","1",,"310",,"58",,,,,"10068","7","15","8","293",,,"251",,,,,,,,,,,,,,,"220","12","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"7KBT","2023-09-24T12:00:00","22.70","60.40",,,"1","6","2","5","7","3","1",,"260","4","41","1","98","2","0","10076",,,"8","290","0","270","262","1","310","3","3","1","4","4","4",,"1","2","24","1","3","220","20","798","172","5","0",,"2","111111","1111111111111A","5",,"0",,,,,,,,,
"EUMDE61","2023-09-24T12:00:00","21.39","62.17",,,"1","5","2","5","3","3","1",,"300",,"62",,,,,"10069","7","9","8","288",,,"256",,,,,,,,,,,,,,,"220","12","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE61","2023-09-24T13:00:00","21.25","62.34",,,"1","5","2","5","3","3","1","5","295",,"59",,,,,"10070","7","4","8","282",,,"259",,,,,,,,,,,,,,,"220","12","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE61","2023-09-24T14:00:00","21.11","62.49",,,"1","5","2","5","3","3","1","5","295",,"61",,,,,"10075","2","6","8","280",,,"258",,,,,,,,,,,,,,,"220","12","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE61","2023-09-24T15:00:00","20.98","62.65",,,"1","5","2","5","3","3","1",,"300",,"59",,,,,"10081","2","11","8","280",,,"255",,,,,,,,,,,,,,,"220","2","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE61","2023-09-24T16:00:00","20.84","62.81",,,"1","5","2","5","3","3","1",,"300",,"59",,,,,"10088","2","18","8","279",,,"254",,,,,,,,,,,,,,,"220","2","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE61","2023-09-24T17:00:00","20.71","62.96",,,"1","5","2","5","3","3","1","5","295",,"58",,,,,"10090","2","15","8","279",,,"256",,,,,,,,,,,,,,,"220","2","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE61","2023-09-24T18:00:00","20.58","63.12",,,"1","5","2","5","3","3","1","5","295",,"58",,,,,"10088","2","7","8","280",,,"255",,,,,,,,,,,,,,,"220","3","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE61","2023-09-24T19:00:00","20.45","63.27",,,"1","5","2","5","3","3","1","5","295",,"61",,,,,"10084","7","4","8","280",,,"255",,,,,,,,,,,,,,,"220","3","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE61","2023-09-24T20:00:00","20.31","63.42",,,"1","5","2","5","3","3","1",,"300",,"60",,,,,"10080","7","10","8","279",,,"253",,,,,,,,,,,,,,,"220","3","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE61","2023-09-24T21:00:00","20.17","63.57",,,"1","5","2","5","3","3","1","5","295",,"59",,,,,"10075","7","12","8","280",,,"257",,,,,,,,,,,,,,,"220","3","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE61","2023-09-24T22:00:00","20.04","63.72",,,"1","5","2","5","3","3","1",,"310",,"46",,,,,"10074","7","10","8","279",,,"252",,,,,,,,,,,,,,,"220","3","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"OZDA2","2023-09-24T22:00:00","21.10","68.40",,,"1","6","2","5","7","4","1",,"250","3","103","1","97",,,"10089",,,"8","270",,,,"7","290",,,"A",,"A","A",,"1","2","25","1","2","220","18","798","172","5","1","2","1","11111F","111AA11AA1811A","5",,,,,,,,,,,
"OZDA2","2023-09-25T05:00:00","22.70","67.10",,,"1","6","2","5","8","4","1",,"270","3","98","1","97","2","2","10080",,,"8","285",,"270","264","7","280","4","3","1","3","1","A",,"5","2","23","9","2","220","27","798","172","5","1","2","2","111111","1111111111111A","5",,"2",,,,,,,,,
"VRFB8","2023-09-25T07:00:00","22.70","69.70",,,"1","5","2","5","9",,"1",,,,,,,,,"10075","8","6","8",,,,,,,,,"A",,"A","A",,,,,,,"220","29","798","172","5","1","2","2","F7FF14","1AAAA1999A8AA1","5",,,,,,,,,,,
"VRFB8","2023-09-25T08:00:00","22.70","69.70",,,"1","5","2","5","9",,"1",,,,,,,,,"10066","8","17","8",,,,,,,,,"A",,"A","A",,,,,,,"220","29","798","172","5","1","2","2","F7FF14","1AAAA1999A8AA1","5",,,,,,,,,,,
"VRFB8","2023-09-25T09:00:00","22.70","69.70",,,"1","5","2","5","9",,"1",,,,,,,,,"10060","8","20","8",,,,,,,,,"A",,"A","A",,,,,,,"220","29","798","172","5","1","2","2","F7FF14","1AAAA1999A8AA1","5",,,,,,,,,,,
"VRFB8","2023-09-25T10:00:00","22.70","69.70",,,"1","5","2","5","9","0","1",,,,,,,,,"10056","6","19","8",,,"283","263",,,,,"A",,"A","A",,,,,,,"220","29","798","172","5","1","2","2","F7FF12","1AAAA1666A8AA1","5",,,,,,,,,,,
"VRFB8","2023-09-25T11:00:00","22.70","69.70",,,"1","5","2","5","9","0","1",,,,,,,,,"10054","6","13","8","332",,"275","255",,,,,"A",,"A","A",,,,,,,"220","29","798","172","5","1","2","2","F5FF12","1AAAA1111A8AA1","5",,,,,,,,,,,
"9V8705","2023-09-25T12:00:00","22.90","61.20",,,"1","6","2","5","3","3","1",,"290","4","26","1","98","0","0","10070","0","0","8","340","0","300","287","1","320","1","1","1","5","1","1",,,,"36",,,"220","21","798","172","5","0",,"2","151111","11111111111A71","5",,"0","36",,,,,,,,
"VRFB8","2023-09-25T12:00:00","22.70","69.70",,,"1","5","2","5","9","0","1",,,,,,,,,"10057","5","2","8","313",,"267","251",,,,,"A",,"A","A",,,,,,,"220","29","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"VRFB8","2023-09-25T13:00:00","22.70","69.70",,,"1","5","2","5","9","0","1",,,,,,,,,"10059","3","3","8","304",,"263","248",,,,,"A",,"A","A",,,,,,,"220","29","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WTAA","2023-09-25T13:00:00","24.40","61.10",,,"1","6","2","5","9",,"1",,"200","4","46","1","96","5",,"10043","6","7","8","311",,"269","255","3","302",,,"A",,"A","A",,,,,,,"220","41","798","172","5","1","2","2","111111","1111A111118AA1","5",,,,,,,,,,,
"VRFB8","2023-09-25T14:00:00","22.70","69.70",,,"1","5","2","5","9","0","1",,,,,,,,,"10062","3","8","8","285",,"256","245",,,,,"A",,"A","A",,,,,,,"220","29","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WTAA","2023-09-25T14:00:00","24.30","61.40",,,"1","6","2","5","9",,"1",,"200","4","41","1","96","5","0","10048","3","2","8","289",,"257","245","3","302","0","0","0","9","0","0",,,,,,,"220","41","798","172","5","1","2","2","111111","11111111111AA1","5",,"0",,,,,,,,,
"VRFB8","2023-09-25T15:00:00","22.60","69.50",,,"1","5","2","5","5","1","1",,,,,,,,,"10067","3","10","8","285",,"256","246",,,,,"A",,"A","A",,,,,,,"220","29","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WTAA","2023-09-25T15:00:00","24.30","61.80",,,"1","6","2","5","9",,"1",,"200","4","62","1","96","5","0","10050","3","7","8","280",,"257","249","3","304","0","0","0","9","0","0",,"3","1",,,,"220","41","798","172","5","1","2","1","111111","111111111111A1","5",,"0",,,,,,,,,
"C6UT5","2023-09-25T16:00:00","20.30","63.30",,,"1","6","2","5","7","4","1",,"270","4","77","1","98","2","2","10086","3","30","8","290",,"270","262","3","290","8","8","7","3","A","A",,"4","1","22","10","3","220","3","798","172","5","1","2","1","111111","11111111111111","5",,"2",,,,,,,,,
"VRFB8","2023-09-25T16:00:00","22.60","69.20",,,"1","5","2","5","6","2","1",,,,,,,,,"10075","3","16","8","279",,"252","242",,,,,"A",,"A","A",,,,,,,"220","29","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WTAA","2023-09-25T16:00:00","24.20","62.20",,,"1","5","2","5","2","5","1",,,,,,,,,"10058","3","15","8","278",,"256","248",,,,,"A",,"A","A",,,,,,,"220","42","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"VRFB8","2023-09-25T17:00:00","22.60","68.90",,,"1","5","2","5","6","4","1",,,,,,,,,"10079","3","16","8","274",,"246","235",,,,,"A",,"A","A",,,,,,,"220","28","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WTAA","2023-09-25T17:00:00","24.20","62.50",,,"1","5","2","5","2","5","1",,,,,,,,,"10062","3","14","8","274",,"251","243",,,,,"A",,"A","A",,,,,,,"220","42","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"9V8705","2023-09-25T18:00:00","22.10","62.60",,,"1","6","2","5","3","3","1",,"230","4","41","1","98","1","0","10070","4","0","8","270","0","250","241","1","300","3","3","1","A","A","A",,"2","3","22","1","2","220","22","798","172","5","0",,"1","111111","11111111111111","5",,"0",,,,"0","A","A",,"A",
"VRFB8","2023-09-25T18:00:00","22.30","68.70",,,"1","5","2","5","5","4","1",,,,,,,,,"10079","0","11","8","269",,"244","234",,,,,"A",,"A","A",,,,,,,"220","28","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WTAA","2023-09-25T18:00:00","24.30","62.90",,,"1","6","2","5","2","5","1",,"240","4","72","1","97","5","0","10061","0","11","8","275",,"251","242","3","302","2","0","0","9","0","7",,,,,,,"220","42","798","172","5","1","2","1","111111","11111111111AA1","5",,"0",,,,,,,,,
"VRFB8","2023-09-25T19:00:00","21.90","68.80",,,"1","5","2","5","5","3","1",,,,,,,,,"10075","0","1","8","269",,"242","232",,,,,"A",,"A","A",,,,,,,"220","18","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WTAA","2023-09-25T19:00:00","24.30","63.30",,,"1","5","2","5","2","5","1",,,,,,,,,"10066","3","8","8","278",,"255","247",,,,,"A",,"A","A",,,,,,,"220","43","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"TBWUK75","2023-09-25T20:00:00","21.80","60.40",,,"1","6","2","5","8","3","1",,"220","3","82","1","98","3","0","10061",,,"8","270",,"260","256","1","270","2","2","1","2","0","0",,"5","3",,,,"220","10","798","172","5","1","2","1","111111","111111111111AA","5",,"0",,,,,,,,,
"VRFB8","2023-09-25T20:00:00","21.60","68.90",,,"1","5","2","5","4","4","1",,,,,,,,,"10073","8","6","8","269",,"241","230",,,,,"A",,"A","A",,,,,,,"220","18","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WTAA","2023-09-25T20:00:00","24.30","63.60",,,"1","5","2","5","2","5","1",,,,,,,,,"10062","8","0","8","274",,"254","247",,,,,"A",,"A","A",,,,,,,"220","43","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA7","5",,,,,,,,,,,
"VRFB8","2023-09-25T21:00:00","21.30","69.00",,,"1","5","2","5","4","5","1",,,,,,,,,"10070","5","9","8","269",,"247","238",,,,,"A",,"A","A",,,,,,,"220","19","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WTAA","2023-09-25T21:00:00","24.30","64.00",,,"1","5","2","5","2","5","1",,,,,,,,,"10058","8","2","8","270",,"254","248",,,,,"A",,"A","A",,,,,,,"220","44","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"VRFB8","2023-09-25T22:00:00","21.00","69.20",,,"1","5","2","5","9",,"1",,,,,,,,,"10069","6","6","8","269",,"250","243",,,,,"A",,"A","A",,,,,,,"220","19","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WTAA","2023-09-25T22:00:00","24.30","64.40",,,"1","5","2","5","2","5","1",,,,,,,,,"10057","5","8","8","270",,"254","249",,,,,"A",,"A","A",,,,,,,"220","44","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"WTAA","2023-09-25T23:00:00","24.30","64.80",,,"1","6","2","5","2","5","1",,"280","4","26",,,,,"10056","5","6","8","270",,"248","239","3","296",,,"A",,"A","A",,,,,,,"220","44","798","172","5","1","2","1","111111","11AAA111118AA1","5",,,,,,,,,,,
"7JJV","2023-09-26T00:00:00","21.60","63.40",,,"1","6","2","5","8","3","1",,"210","4","77","1","98","1","0","10112",,,"8","260","0","240","232",,"280","2","2","5","6","4","A",,"2","2","36",,,"220","13","798","172","5","0",,"1","111111","1111111111117A","5",,"0","36",,,,,,,,
