"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"RCMSZ4L","2022-09-24T02:30:00","26.74","34.51",,,"1","6","2","5","9",,"1",,,,,,,,,"10091",,,"8","315",,,,,"282",,,,,,,,,,,,,"217","64","798","172","5","0",,"1","11FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"1801564","2022-09-24T02:35:00","29.54","34.95",,,"1","3","2","5",,,"11","5",,,,,,,,"10117",,,"8","268",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F1111F","11AAA11AAAAAAA","4",,,,,,,,,,,
"RCMSZ4L","2022-09-24T02:40:00","26.69","34.54",,,"1","6","2","5","9",,"1",,,,,,,,,"10090",,,"8","310",,,,,"284",,,,,,,,,,,,,"217","64","798","172","5","0",,"1","11FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"RCMSZ4L","2022-09-24T02:50:00","26.63","34.56",,,"1","6","2","5","9",,"1",,,,,,,,,"10090",,,"8","309",,,,,"289",,,,,,,,,,,,,"217","64","798","172","5","0",,"1","11FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"1801564","2022-09-24T02:55:00","29.54","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"2HGTX7N","2022-09-24T03:00:00","26.34","35.12",,,"1","5","2","5","3","5","1",,,,,,,,,"10087","7","1","8","287",,,"240",,,,,,,,,,,,,,,"217","65","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,
"7XCL4WP","2022-09-24T03:00:00","27.64","34.00",,,"1","5","2","5","7","4","1",,,,,,,,,"10087","2","10","8","271",,,"247",,,,,,,,,,,,,,,"217","74","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,
"DZSWUHG","2022-09-24T03:00:00","26.89","34.57",,,"1","5","2","5","3","4","1",,,,,,,,,"10093","2","2","8","272",,,"254",,,,,,,,,,,,,,,"217","64","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,
"EUMDE44","2022-09-24T03:00:00","26.42","34.67",,,"1","5","2","5","3","4","1",,"330",,"93",,,,,"10093","2","1","8","281",,,"240",,,,,,,,,,,,,,,"217","64","798","172","5","0",,"1","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,
"EUMDE54","2022-09-24T03:00:00","26.58","34.60",,,"1","5","2","5","3","5","1","5","325",,"116",,,,,"10094","2","3","8","279",,,"243",,,,,,,,,,,,,,,"217","64","798","172","5","0",,"1","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,
"OYGC2","2022-09-24T03:00:00","26.60","34.40",,,"1","5","2","5","4","4","1",,,,,,,,,"10088","5","0","8","280",,"255","246",,,,,"A",,"A","A",,,,,,,"217","64","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,
"RCMSZ4L","2022-09-24T03:00:00","26.58","34.59",,,"1","6","2","5","9",,"1",,,,,,,,,"10091",,,"8","309",,,,,"291",,,,,,,,,,,,,"217","64","798","172","5","0",,"1","11FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"WADP","2022-09-24T03:00:00","20.40","38.40",,,"1","5","2","5","7","3","1",,,,,,,,,"10083","0","12","8","292",,"264","254",,,,,"A",,"A","A",,,,,,,"217","8","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,
"1801564","2022-09-24T03:05:00","29.54","34.95",,,"1","3","2","5",,,"11","5",,,,,,,,"10118",,,"8","267",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F1111F","11AAA11AAAAAAA","4",,,,,,,,,,,
"RCMSZ4L","2022-09-24T03:10:00","26.53","34.62",,,"1","6","2","5","9",,"1",,,,,,,,,"10090",,,"8","308",,,,,"292",,,,,,,,,,,,,"217","64","798","172","5","0",,"1","11FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"RCMSZ4L","2022-09-24T03:20:00","26.47","34.65",,,"1","6","2","5","9",,"1",,,,,,,,,"10092",,,"8","309",,,,,"291",,,,,,,,,,,,,"217","64","798","172","5","0",,"1","11FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"1801564","2022-09-24T03:25:00","29.54","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"RCMSZ4L","2022-09-24T03:30:00","26.42","34.68",,,"1","6","2","5","9",,"1",,,,,,,,,"10093",,,"8","309",,,,,"290",,,,,,,,,,,,,"217","64","798","172","5","0",,"1","11FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"1801564","2022-09-24T03:35:00","29.54","34.95",,,"1","3","2","5",,,"11","5",,,,,,,,"10119",,,"8","269",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","F1111F","11AAA11AAAAAAA","4",,,,,,,,,,,
"RCMSZ4L","2022-09-24T03:40:00","26.37","34.71",,,"1","6","2","5","9",,"1",,,,,,,,,"10093",,,"8","312",,,,,"290",,,,,,,,,,,,,"217","64","798","172","5","0",,"2","11FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"RCMSZ4L","2022-09-24T03:50:00","26.32","34.74",,,"1","6","2","5","9",,"1",,,,,,,,,"10093",,,"8","311",,,,,"290",,,,,,,,,,,,,"217","64","798","172","5","0",,"2","11FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"1801564","2022-09-24T03:55:00","29.54","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"2HGTX7N","2022-09-24T04:00:00","26.06","35.35",,,"1","5","2","5","3","5","1",,,,,,,,,"10090","2","5","8","295",,,"246",,,,,,,,,,,,,,,"217","65","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,
"7XCL4WP","2022-09-24T04:00:00","27.81","33.79",,,"1","5","2","5","7","4","1",,,,,,,,,"10091","2","12","8","269",,,"240",,,,,,,,,,,,,,,"217","73","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,
"DZSWUHG","2022-09-24T04:00:00","26.64","34.76",,,"1","5","2","5","3","4","1",,,,,,,,,"10093","2","4","8","282",,,"245",,,,,,,,,,,,,,,"217","64","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,
"EUMDE44","2022-09-24T04:00:00","26.17","34.83",,,"1","5","2","5","3","4","1",,"330",,"92",,,,,"10097","2","8","8","286",,,"231",,,,,,,,,,,,,,,"217","64","798","172","5","0",,"2","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,
"EUMDE54","2022-09-24T04:00:00","26.27","34.78",,,"1","5","2","5","3","5","1",,"330",,"104",,,,,"10097","2","7","8","287",,,"238",,,,,,,,,,,,,,,"217","64","798","172","5","0",,"2","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,
"RCMSZ4L","2022-09-24T04:00:00","26.27","34.77",,,"1","6","2","5","9",,"1",,,,,,,,,"10094",,,"8","309",,,,,"290",,,,,,,,,,,,,"217","64","798","172","5","0",,"2","11FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"WADP","2022-09-24T04:00:00","20.60","38.30",,,"1","5","2","5","7","3","1",,,,,,,,,"10092","3","18","8","303",,"271","260",,,,,"A",,"A","A",,,,,,,"217","8","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,
"1801564","2022-09-24T04:05:00","29.54","34.95",,,"1","3","2","5",,,"11","5",,,,,,,,"10125",,,"8","267",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","F1111F","11AAA11AAAAAAA","4",,,,,,,,,,,
"RCMSZ4L","2022-09-24T04:10:00","26.22","34.81",,,"1","6","2","5","9",,"1",,,,,,,,,"10094",,,"8","305",,,,,"290",,,,,,,,,,,,,"217","64","798","172","5","0",,"2","11FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"RCMSZ4L","2022-09-24T04:20:00","26.17","34.85",,,"1","6","2","5","9",,"1",,,,,,,,,"10095",,,"8","308",,,,,"289",,,,,,,,,,,,,"217","64","798","172","5","0",,"2","11FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"1801564","2022-09-24T04:25:00","29.54","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"RCMSZ4L","2022-09-24T04:30:00","26.12","34.88",,,"1","6","2","5","9",,"1",,,,,,,,,"10097",,,"8","308",,,,,"289",,,,,,,,,,,,,"217","64","798","172","5","0",,"2","11FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"1801564","2022-09-24T04:35:00","29.54","34.95",,,"1","3","2","5",,,"11","5",,,,,,,,"10126",,,"8","267",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","F1111F","11AAA11AAAAAAA","4",,,,,,,,,,,
"RCMSZ4L","2022-09-24T04:40:00","26.08","34.92",,,"1","6","2","5","9",,"1",,,,,,,,,"10097",,,"8","312",,,,,"290",,,,,,,,,,,,,"217","64","798","172","5","0",,"2","11FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"RCMSZ4L","2022-09-24T04:50:00","26.03","34.95",,,"1","6","2","5","9",,"1",,,,,,,,,"10097",,,"8","316",,,,,"290",,,,,,,,,,,,,"217","64","798","172","5","0",,"2","11FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"1801564","2022-09-24T04:55:00","29.54","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"2HGTX7N","2022-09-24T05:00:00","25.78","35.56",,,"1","5","2","5","3","5","1",,,,,,,,,"10095","2","11","8","294",,,"250",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,
"7XCL4WP","2022-09-24T05:00:00","27.98","33.58",,,"1","5","2","5","7","4","1",,,,,,,,,"10101","2","15","8","274",,,"234",,,,,,,,,,,,,,,"217","73","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,
"DZSWUHG","2022-09-24T05:00:00","26.39","34.94",,,"1","5","2","5","3","4","1",,,,,,,,,"10096","2","6","8","310",,,"243",,,,,,,,,,,,,,,"217","64","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,
"EUMDE44","2022-09-24T05:00:00","25.93","35.01",,,"1","5","2","5","3","4","1","5","325",,"90",,,,,"10103","2","12","8","301",,,"239",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"2","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,
"EUMDE54","2022-09-24T05:00:00","25.98","34.99",,,"1","5","2","5","3","5","1",,"330",,"100",,,,,"10102","2","10","8","302",,,"239",,,,,,,,,,,,,,,"217","54","798","172","5","0",,"2","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,
"RCMSZ4L","2022-09-24T05:00:00","25.98","34.99",,,"1","6","2","5","9",,"1",,,,,,,,,"10100",,,"8","315",,,,,"290",,,,,,,,,,,,,"217","54","798","172","5","0",,"2","11FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"WADP","2022-09-24T05:00:00","20.80","38.20",,,"1","5","2","5","7","3","1",,,,,,,,,"10100","3","20","8","348",,"292","275",,,,,"A",,"A","A",,,,,,,"217","8","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,
"1801564","2022-09-24T05:05:00","29.54","34.95",,,"1","3","2","5",,,"11","5",,,,,,,,"10126",,,"8","267",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","F1111F","11AAA11AAAAAAA","4",,,,,,,,,,,
"RCMSZ4L","2022-09-24T05:10:00","25.94","35.02",,,"1","6","2","5","9",,"1",,,,,,,,,"10099",,,"8","318",,,,,"290",,,,,,,,,,,,,"217","55","798","172","5","0",,"2","11FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"RCMSZ4L","2022-09-24T05:20:00","25.89","35.06",,,"1","6","2","5","9",,"1",,,,,,,,,"10099",,,"8","324",,,,,"290",,,,,,,,,,,,,"217","55","798","172","5","0",,"2","11FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"1801564","2022-09-24T05:25:00","29.54","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"RCMSZ4L","2022-09-24T05:30:00","25.84","35.09",,,"1","6","2","5","9",,"1",,,,,,,,,"10099",,,"8","323",,,,,"290",,,,,,,,,,,,,"217","55","798","172","5","0",,"2","11FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"1801564","2022-09-24T05:35:00","29.54","34.95",,,"1","3","2","5",,,"11","5",,,,,,,,"10128",,,"8","270",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","F1111F","11AAA11AAAAAAA","4",,,,,,,,,,,
"RCMSZ4L","2022-09-24T05:40:00","25.79","35.12",,,"1","6","2","5","9",,"1",,,,,,,,,"10101",,,"8","324",,,,,"290",,,,,,,,,,,,,"217","55","798","172","5","0",,"2","11FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"RCMSZ4L","2022-09-24T05:50:00","25.75","35.16",,,"1","6","2","5","9",,"1",,,,,,,,,"10103",,,"8","323",,,,,"291",,,,,,,,,,,,,"217","55","798","172","5","0",,"2","11FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"1801564","2022-09-24T05:55:00","29.54","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"2HGTX7N","2022-09-24T06:00:00","25.51","35.77",,,"1","5","2","5","3","4","1",,,,,,,,,"10099","2","12","8","295",,,"249",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,
"7JFI","2022-09-24T06:00:00","20.50","38.80",,,"1","6","2","5","7","3","1",,"310","4","31","1","98","5","0","10099","2",,"8","310","0","290","283","1","320","0","0","0","9","0","0",,,,"36",,,"217","8","798","172","5","0",,"2","111111","11111111111A77",,"5",,"0","36",,,,,,,
"7XCL4WP","2022-09-24T06:00:00","28.16","33.37",,,"1","5","2","5","7","4","1",,,,,,,,,"10106","2","19","8","272",,,"232",,,,,,,,,,,,,,,"217","83","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,
"DZSWUHG","2022-09-24T06:00:00","26.17","35.14",,,"1","5","2","5","3","4","1",,,,,,,,,"10099","2","7","8","307",,,"247",,,,,,,,,,,,,,,"217","65","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,
"EUMDE44","2022-09-24T06:00:00","25.70","35.17",,,"1","5","2","5","3","4","1","5","325",,"88",,,,,"10105","2","13","8","319",,,"246",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"2","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,
"EUMDE54","2022-09-24T06:00:00","25.70","35.19",,,"1","5","2","5","3","5","1","5","315",,"93",,,,,"10104","2","11","8","300",,,"247",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"2","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,
"RCMSZ4L","2022-09-24T06:00:00","25.70","35.19",,,"1","6","2","5","9",,"1",,,,,,,,,"10100",,,"8","323",,,,,"291",,,,,,,,,,,,,"217","55","798","172","5","0",,"2","11FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"WADP","2022-09-24T06:00:00","21.00","38.10",,,"1","5","2","5","8","3","1",,,,,,,,,"10106","1","22","8",,,"306","286",,,,,"A",,"A","A",,,,,,,"217","18","798","172","5","1","2","2","F7FF11","1AAAA1666A8AA1",,"5",,,,,,,,,,
"1801564","2022-09-24T06:05:00","29.54","34.95",,,"1","3","2","5",,,"11","5",,,,,,,,"10134",,,"8","283",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","F1111F","11AAA11AAAAAAA","4",,,,,,,,,,,
"RCMSZ4L","2022-09-24T06:10:00","25.66","35.23",,,"1","6","2","5","9",,"1",,,,,,,,,"10101",,,"8","320",,,,,"291",,,,,,,,,,,,,"217","55","798","172","5","0",,"2","11FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"RCMSZ4L","2022-09-24T06:20:00","25.61","35.26",,,"1","6","2","5","9",,"1",,,,,,,,,"10101",,,"8","320",,,,,"291",,,,,,,,,,,,,"217","55","798","172","5","0",,"2","11FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"1801564","2022-09-24T06:25:00","29.54","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"RCMSZ4L","2022-09-24T06:30:00","25.56","35.29",,,"1","6","2","5","9",,"1",,,,,,,,,"10100",,,"8","321",,,,,"290",,,,,,,,,,,,,"217","55","798","172","5","0",,"2","11FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"1801564","2022-09-24T06:35:00","29.54","34.95",,,"1","3","2","5",,,"11","5",,,,,,,,"10134",,,"8","286",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","F1111F","11AAA11AAAAAAA","4",,,,,,,,,,,
"RCMSZ4L","2022-09-24T06:40:00","25.51","35.33",,,"1","6","2","5","9",,"1",,,,,,,,,"10101",,,"8","323",,,,,"290",,,,,,,,,,,,,"217","55","798","172","5","0",,"2","11FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"RCMSZ4L","2022-09-24T06:50:00","25.47","35.36",,,"1","6","2","5","9",,"1",,,,,,,,,"10102",,,"8","326",,,,,"290",,,,,,,,,,,,,"217","55","798","172","5","0",,"2","13FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"1801564","2022-09-24T06:55:00","29.54","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"2HGTX7N","2022-09-24T07:00:00","25.24","35.99",,,"1","5","2","5","3","5","1",,,,,,,,,"10100","2","10","8","296",,,"255",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,
"7XCL4WP","2022-09-24T07:00:00","28.37","33.22",,,"1","5","2","5","7","4","1",,,,,,,,,"10107","2","15","8","273",,,"223",,,,,,,,,,,,,,,"217","83","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,
"DZSWUHG","2022-09-24T07:00:00","25.95","35.32",,,"1","5","2","5","3","4","1",,,,,,,,,"10099","2","7","8","320",,,"251",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,
"EUMDE44","2022-09-24T07:00:00","25.47","35.34",,,"1","5","2","5","3","4","1","5","325",,"84",,,,,"10106","2","9","8","327",,,"245",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"2","F31111","11AAA11A1AAAA1",,"5",,,,,,,,,,
"EUMDE54","2022-09-24T07:00:00","25.42","35.39",,,"1","5","2","5","3","5","1",,"310",,"93",,,,,"10106","2","8","8","301",,,"245",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"2","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,
"RCMSZ4L","2022-09-24T07:00:00","25.42","35.39",,,"1","6","2","5","9",,"1",,,,,,,,,"10102",,,"8","332",,,,,"290",,,,,,,,,,,,,"217","55","798","172","5","0",,"2","13FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"WADP","2022-09-24T07:00:00","21.30","38.00",,,"1","5","2","5","8","3","1",,,,,,,,,"10108","1","16","8",,,,,,,,,"A",,"A","A",,,,,,,"217","18","798","172","5","1","2","2","F7FF11","1AAAA1999A8AA1",,"5",,,,,,,,,,
"1801564","2022-09-24T07:05:00","29.54","34.95",,,"1","3","2","5",,,"11","5",,,,,,,,"10133",,,"8","291",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","F1111F","11AAA11AAAAAAA","4",,,,,,,,,,,
"RCMSZ4L","2022-09-24T07:10:00","25.37","35.43",,,"1","6","2","5","9",,"1",,,,,,,,,"10101",,,"8","328",,,,,"290",,,,,,,,,,,,,"217","55","798","172","5","0",,"2","13FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"RCMSZ4L","2022-09-24T07:20:00","25.32","35.46",,,"1","6","2","5","9",,"1",,,,,,,,,"10102",,,"8","327",,,,,"291",,,,,,,,,,,,,"217","55","798","172","5","0",,"2","13FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"1801564","2022-09-24T07:25:00","29.54","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"RCMSZ4L","2022-09-24T07:30:00","25.28","35.49",,,"1","6","2","5","9",,"1",,,,,,,,,"10101",,,"8","327",,,,,"292",,,,,,,,,,,,,"217","55","798","172","5","0",,"2","13FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"1801564","2022-09-24T07:35:00","29.54","34.95",,,"1","3","2","5",,,"11","5",,,,,,,,"10132",,,"8","291",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","F1111F","11AAA11AAAAAAA","4",,,,,,,,,,,
"RCMSZ4L","2022-09-24T07:40:00","25.23","35.53",,,"1","6","2","5","9",,"1",,,,,,,,,"10102",,,"8","330",,,,,"293",,,,,,,,,,,,,"217","55","798","172","5","0",,"2","13FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"RCMSZ4L","2022-09-24T07:50:00","25.18","35.56",,,"1","6","2","5","9",,"1",,,,,,,,,"10103",,,"8","327",,,,,"294",,,,,,,,,,,,,"217","55","798","172","5","0",,"2","13FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"1801564","2022-09-24T07:55:00","29.54","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"2HGTX7N","2022-09-24T08:00:00","24.96","36.21",,,"1","5","2","5","3","5","1",,,,,,,,,"10097","2","2","8","304",,,"254",,,,,,,,,,,,,,,"217","46","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,
"7XCL4WP","2022-09-24T08:00:00","28.59","33.08",,,"1","5","2","5","7","4","1",,,,,,,,,"10107","2","6","8","270",,,"224",,,,,,,,,,,,,,,"217","83","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,
"DZSWUHG","2022-09-24T08:00:00","25.73","35.49",,,"1","5","2","5","3","4","1",,,,,,,,,"10099","2","3","8","319",,,"256",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,
"EUMDE44","2022-09-24T08:00:00","25.24","35.52",,,"1","5","2","5","3","4","1",,"320",,"84",,,,,"10106","2","4","8","321",,,"248",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"2","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,
"EUMDE54","2022-09-24T08:00:00","25.13","35.60",,,"1","5","2","5","3","5","1","5","315",,"83",,,,,"10104","2","1","8","305",,,"251",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"2","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,
"RCMSZ4L","2022-09-24T08:00:00","25.13","35.60",,,"1","6","2","5","9",,"1",,,,,,,,,"10100",,,"8","324",,,,,"295",,,,,,,,,,,,,"217","55","798","172","5","0",,"2","11FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"WADP","2022-09-24T08:00:00","21.50","37.90",,,"1","5","2","5","7","3","1",,,,,,,,,"10108","0","8","8",,,,,,,,,"A",,"A","A",,,,,,,"217","17","798","172","5","1","2","2","F7FF12","1AAAA1999A8AA1",,"5",,,,,,,,,,
"1801564","2022-09-24T08:05:00","29.54","34.95",,,"1","3","2","5",,,"11","5",,,,,,,,"10127",,,"8","313",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","F1111F","11AAA11AAAAAAA","4",,,,,,,,,,,
"RCMSZ4L","2022-09-24T08:10:00","25.08","35.63",,,"1","6","2","5","9",,"1",,,,,,,,,"10098",,,"8","325",,,,,"295",,,,,,,,,,,,,"217","55","798","172","5","0",,"2","13FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"RCMSZ4L","2022-09-24T08:20:00","25.03","35.67",,,"1","6","2","5","9",,"1",,,,,,,,,"10099",,,"8","322",,,,,"296",,,,,,,,,,,,,"217","55","798","172","5","0",,"2","11FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
"1801564","2022-09-24T08:25:00","29.54","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"RCMSZ4L","2022-09-24T08:30:00","24.99","35.70",,,"1","6","2","5","9",,"1",,,,,,,,,"10100",,,"8","328",,,,,"297",,,,,,,,,,,,,"217","45","798","172","5","0",,"2","13FF1F","17AAA11AA1AAAA",,"5",,,,,,,,,,
