"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP","AMT_PRECIP","DUR_OF_PER"
"4LT7HSM","2022-09-19T22:00:00","24.98","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10041","7","10","8","321",,,"231",,,,,,,,,,,,,,,"219","45","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"TBWUK78","2022-09-19T22:00:00","24.30","58.30",,,"1","5","2","5","7","4","1",,,,,,,,,"10058","5","19","8","286",,"271","266",,,,,"A",,"A","A",,,,,,,"219","48","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WDJ4009","2022-09-19T22:00:00","27.70","50.70",,,"1","5","2","5","3","4","1",,,,,,,,,"10045","6","9","8","318",,"260","239",,,,,"A",,"A","A",,,,,,,"219","70","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WGAH","2022-09-19T22:00:00","24.40","57.30",,,"1","5","2","5","6","4","1",,,,,,,,,"10055","8","20","8","282",,"267","263",,,,,"A",,"A","A",,,,,,,"219","47","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-19T22:00:00","26.10","50.70",,,"1","4","0","0","0","0","1","0","70","4","41",,"96","2","0","10048","8","6","0","300","0","270","260",,,"0","0","0","9","0","0",,"2","0","0",,,"219","60","992","114","5","1","2","1","F11111","111411111A1131",,,"1","0","0",,,,,,,,"4",,
"2300593","2022-09-19T22:09:00","25.41","59.58",,,"1","4","2","5",,,"11",,,,,,,,,"10031",,,"8",,,,,"9","300",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"4LT7HSM","2022-09-19T23:00:00","24.98","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10039","7","9","8","319",,,"223",,,,,,,,,,,,,,,"219","45","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"KSFF","2022-09-19T23:00:00","25.00","55.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10026","5","10","8","303",,"252","233",,,,,"A",,"A","A",,,,,,,"219","55","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"TBWUK78","2022-09-19T23:00:00","24.50","58.10",,,"1","5","2","5","7","4","1",,,,,,,,,"10059","5","14","8","284",,"268","263",,,,,"A",,"A","A",,,,,,,"219","48","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WDJ4009","2022-09-19T23:00:00","27.50","50.80",,,"1","5","2","5","3","4","1",,,,,,,,,"10042","6","8","8","315",,"259","239",,,,,"A",,"A","A",,,,,,,"219","70","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WGAH","2022-09-19T23:00:00","24.50","57.00",,,"1","5","2","5","6","4","1",,,,,,,,,"10052","6","20","8","289",,"274","270",,,,,"A",,"A","A",,,,,,,"219","47","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-19T23:00:00","26.10","50.70",,,"1","5","2","5","9","0","1",,,,,,,,,"10044","8","8","8","298",,"266","255",,,,,"A",,"A","A",,,,,,,"219","60","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"2300593","2022-09-19T23:09:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10032",,,"8",,,,,"9","299",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-19T23:10:00","25.41","59.58",,,"1","4","2","5",,,"11",,,,,,,,,"10032",,,"8",,,,,"9","299",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"3FPX6","2022-09-20T00:00:00","24.40","58.70",,,"1","6","2","5","2","3","1",,"170","4","31","1","98","2","2","10110",,,"8","280","0","260","252","1","330",,,,,,,,,,"36",,,"219","48","798","172","5","0",,"1","111111","1111111111AA7A",,"5",,"2","36",,,,,,,,,,
"4LT7HSM","2022-09-20T00:00:00","24.98","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10040","7","4","8","309",,,"230",,,,,,,,,,,,,,,"219","45","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"KSFF","2022-09-20T00:00:00","25.00","55.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10027","5","5","8","274",,"226","205",,,,,"A",,"A","A",,,,,,,"219","55","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"TBWUK78","2022-09-20T00:00:00","24.70","57.90",,,"1","4","0","0","7","4","1",,,,,,,"10",,"10064","3","2","0","284","0","271","267",,,,,,"A",,,,,,,,,"219","47","992","114","5","1","2","1","F1FF11","1AA1A1111A8AA1",,,"3",,,,,,,,,,"4",,
"WDJ4009","2022-09-20T00:00:00","27.20","51.00",,,"1","5","2","5","3","4","1",,,,,,,,,"10040","5","8","8","312",,"256","236",,,,,"A",,"A","A",,,,,,,"219","71","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WGAH","2022-09-20T00:00:00","24.60","56.70",,,"1","4","0","0","6","4","1",,,,,,,"10",,"10049","6","14","0","291","0","270","264",,,"4",,,"3",,,,,,,,,"219","46","992","114","5","1","2","1","F1FF11","1AA1A1111A1AA1",,,,,,,,,,,,,"1",,
"WUSD","2022-09-20T00:00:00","26.10","50.70",,,"1","4","0","0","0","0","1","0","60","4","31",,"97","2","0","10044","6","5","0","296","0","265","254",,,"0","0","0","9","0","0",,"2","0","0",,,"219","60","992","114","5","1","2","1","F11111","111111111A1131",,,"1","0","0",,,,,,,,"4",,
"2300593","2022-09-20T00:09:00","25.41","59.58",,,"1","4","2","5",,,"11",,,,,,,,,"10034",,,"8",,,,,"9","299",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-20T00:10:00","25.41","59.58",,,"1","4","2","5",,,"11",,,,,,,,,"10034",,,"8",,,,,"9","299",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"4LT7HSM","2022-09-20T01:00:00","24.98","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10044","2","3","8","306",,,"231",,,,,,,,,,,,,,,"219","45","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"KSFF","2022-09-20T01:00:00","25.00","55.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10032","3","3","8","265",,"221","202",,,,,"A",,"A","A",,,,,,,"219","55","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"TBWUK78","2022-09-20T01:00:00","24.80","57.70",,,"1","5","2","5","7","4","1",,,,,,,,,"10069","3","10","8","286",,"271","266",,,,,"A",,"A","A",,,,,,,"219","47","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WDJ4009","2022-09-20T01:00:00","27.00","51.10",,,"1","5","2","5","3","4","1",,,,,,,,,"10043","5","3","8","313",,"254","231",,,,,"A",,"A","A",,,,,,,"219","71","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WGAH","2022-09-20T01:00:00","24.50","56.60",,,"1","5","2","5","6","3","1",,,,,,,,,"10053","5","2","8","293",,"273","266",,,,,"A",,"A","A",,,,,,,"219","46","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-20T01:00:00","26.10","50.70",,,"1","4","0","0","0","0","1","0","80","4","26",,"97","2",,"10047","3","1","0","296","0","266","256",,,"0","0","0","9","0","0",,"2","0","0",,,"219","60","992","114","5","1","2","1","F11111","1111A1111A1131",,,"1",,"0",,,,,,,,"4",,
"2300593","2022-09-20T01:09:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10040",,,"8",,,,,"9","298",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-20T01:10:00","25.41","59.58",,,"1","4","2","5",,,"11",,,,,,,,,"10040",,,"8",,,,,"9","298",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"4LT7HSM","2022-09-20T02:00:00","24.98","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10051","2","12","8","307",,,"209",,,,,,,,,,,,,,,"219","45","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"TBWUK78","2022-09-20T02:00:00","25.00","57.40",,,"1","5","2","5","7","4","1",,,,,,,,,"10070","1","11","8","286",,"271","266",,,,,"A",,"A","A",,,,,,,"219","57","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WDJ4009","2022-09-20T02:00:00","26.70","51.10",,,"1","5","2","5","4","4","1",,,,,,,,,"10049","3","7","8","312",,"260","241",,,,,"A",,"A","A",,,,,,,"219","61","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WGAH","2022-09-20T02:00:00","24.50","56.60",,,"1","5","2","5","6","2","1",,,,,,,,,"10058","3","6","8","295",,"274","267",,,,,"A",,"A","A",,,,,,,"219","46","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-20T02:00:00","26.10","50.70",,,"1","4","0","0","0","0","1","0","80","4","31",,"97","2",,"10051","3","5","0","299","0","269","259",,,"0","0","0","9","0","0",,"2","0","0",,,"219","60","992","114","5","1","2","1","F11111","1111A1111A1131",,,"1",,"0",,,,,,,,"4",,
"2300593","2022-09-20T02:09:00","25.40","59.58",,,"1","4","2","5",,,"11",,,,,,,,,"10044",,,"8",,,,,"9","298",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-20T02:10:00","25.40","59.58",,,"1","4","2","5",,,"11",,,,,,,,,"10044",,,"8",,,,,"9","298",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"4LT7HSM","2022-09-20T03:00:00","24.98","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10057","2","17","8","313",,,"168",,,,,,,,,,,,,,,"219","45","798","172","5","0",,"2","F1FF14","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"KSFF","2022-09-20T03:00:00","25.00","55.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10044","1","17","8","289",,"230","204",,,,,"A",,"A","A",,,,,,,"219","55","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"TBWUK78","2022-09-20T03:00:00","25.20","57.20",,,"1","5","2","5","7","4","1",,,,,,,,,"10073","1","9","8","289",,"273","267",,,,,"A",,"A","A",,,,,,,"219","57","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WDJ4009","2022-09-20T03:00:00","26.50","51.00",,,"1","5","2","5","4","3","1",,,,,,,,,"10054","3","14","8","309",,"262","246",,,,,"A",,"A","A",,,,,,,"219","61","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WGAH","2022-09-20T03:00:00","24.50","56.60",,,"1","5","2","5","5","1","1",,,,,,,,,"10066","3","17","8","301",,"279","271",,,,,"A",,"A","A",,,,,,,"219","46","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-20T03:00:00","26.10","50.70",,,"1","4","0","0","0","0","1","0","60","4","46",,"97","2",,"10055","0","10","0","302","0","270","259",,,"0","0","0","9","0","0",,"2","0","0",,,"219","60","992","114","5","1","2","2","F11111","1111A1111A1131",,,"1",,"0",,,,,,,,"4",,
"2300593","2022-09-20T03:09:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10047",,,"8",,,,,"9","297",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-20T03:10:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10047",,,"8",,,,,"9","297",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"4LT7HSM","2022-09-20T04:00:00","24.98","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10064","2","19","8","318",,,"201",,,,,,,,,,,,,,,"219","45","798","172","5","0",,"2","F1FF12","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"AVBC","2022-09-20T04:00:00","25.30","56.50",,,"1","5","2","5","4","0","1",,"140","4","21","1","96","3","2","10077","2","14","8","330",,,"235",,,"6","6","8","5","7","4",,,,,,,"219","56","798","172","5","1","2","2","F11111","1114111A1A1AA1",,"5",,"2",,,,,,,,,,,
"KSFF","2022-09-20T04:00:00","25.10","54.90",,,"1","5","2","5","7","1","1",,,,,,,,,"10052","0","19","8","284",,"233","212",,,,,"A",,"A","A",,,,,,,"219","54","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"TBWUK78","2022-09-20T04:00:00","25.50","57.00",,,"1","5","2","5","7","4","1",,,,,,,,,"10077","3","8","8","299",,"278","271",,,,,"A",,"A","A",,,,,,,"219","57","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WDJ4009","2022-09-20T04:00:00","26.40","50.90",,,"1","5","2","5","4","3","1",,,,,,,,,"10055","1","12","8","352",,"282","260",,,,,"A",,"A","A",,,,,,,"219","60","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WGAH","2022-09-20T04:00:00","24.50","56.60",,,"1","5","2","5","4","1","1",,,,,,,,,"10075","3","22","8","308",,"282","274",,,,,"A",,"A","A",,,,,,,"219","46","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-20T04:00:00","26.10","50.70",,,"1","5","2","5","9","0","1",,"70","4","41","1","97","1",,"10056","1","8","8","310",,"278","268",,,"0","0","0","9","0","0",,,,,,,"219","60","798","172","5","1","2","2","F11111","1111A1111A1AA1",,"5",,,,,,,,,,,,,
"2300593","2022-09-20T04:10:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10052",,,"8",,,,,"9","297",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"4LT7HSM","2022-09-20T05:00:00","24.98","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10067","2","16","8","334",,,"210",,,,,,,,,,,,,,,"219","45","798","172","5","0",,"2","F1FF12","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"AUFI","2022-09-20T05:00:00","28.10","50.80",,,"1","4","0","0","1","2","1","0","140","4","67",,"97","1","0","10114","1","12","0","327",,,"315",,,"2","2","0","5","3","0",,,,,,,"219","80","992","114","5","0",,"2","F11111","1111111A1A1AA1",,,"1","0",,,,,,,,,"4",,
"KSFF","2022-09-20T05:00:00","25.20","54.60",,,"1","5","2","5","7","2","1",,,,,,,,,"10054","1","13","8","316",,"257","235",,,,,"A",,"A","A",,,,,,,"219","54","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"TBWUK78","2022-09-20T05:00:00","25.70","56.80",,,"1","5","2","5","7","4","1",,,,,,,,,"10082","3","12","8","304",,"279","270",,,,,"A",,"A","A",,,,,,,"219","56","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WDJ4009","2022-09-20T05:00:00","26.30","50.80",,,"1","5","2","5","5","3","1",,,,,,,,,"10059","1","10","8","377",,"292","265",,,,,"A",,"A","A",,,,,,,"219","60","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WGAH","2022-09-20T05:00:00","24.50","56.60",,,"1","5","2","5","9","0","1",,,,,,,,,"10080","1","22","8","315",,"285","276",,,,,"A",,"A","A",,,,,,,"219","46","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-20T05:00:00","26.10","50.70",,,"1","5","2","5","9","0","1",,,,,,,,,"10061","3","9","8","324",,"285","272",,,,,"A",,"A","A",,,,,,,"219","60","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"2300593","2022-09-20T05:09:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10052",,,"8",,,,,"9","298",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"4LT7HSM","2022-09-20T06:00:00","24.98","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10069","2","12","8","350",,,"209",,,,,,,,,,,,,,,"219","45","798","172","5","0",,"2","F1FF14","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"KSFF","2022-09-20T06:00:00","25.30","54.20",,,"1","4","0","0","7","3","1",,,,,,,"10",,"10054","1","9","0","328","0","272","253",,,"4",,,"3",,,,,,,,,"219","54","992","114","5","1","2","2","F1FF11","1AA1A1111A1AA1",,,,,,,,,,,,,"1",,
"TBWUK78","2022-09-20T06:00:00","26.00","56.80",,,"1","4","0","0","7","4","1",,,,,,,"10",,"10083","1","10","0","309","0","280","271",,,,,,"A",,,,,,,,,"219","66","992","114","5","1","2","2","F1FF11","1AA1A1111A8AA1",,,"3",,,,,,,,,,"4",,
"WGAH","2022-09-20T06:00:00","24.50","56.60",,,"1","5","2","5","9","0","1",,,,,,,,,"10080","0","13","8","316",,"285","275",,,,,"A",,"A","A",,,,,,,"219","46","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-20T06:00:00","26.10","50.70",,,"1","4","0","0","0","0","1","0","50","4","41",,"97","2","0","10064","0","9","0","329","0","286","272",,,"0","0","0","9","0","0",,"2","0","0",,,"219","60","992","114","5","1","2","2","F11111","111111111A1131",,,"1","0","0",,,,,,,,"4",,
"2300593","2022-09-20T06:10:00","25.41","59.58",,,"1","4","2","5",,,"11",,,,,,,,,"10051",,,"8",,,,,"9","299",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"BARFR01","2022-09-20T06:55:00","27.12","51.23",,,"1","5","2","5","6","2","1",,,,,,,,,"10072","2","7",,,,,,,,,,,,,,,,,,,,"219","71","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1",,"5",,,,,,,,,,,,,
"4LT7HSM","2022-09-20T07:00:00","24.98","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10067","2","4","8","373",,,,,,,,,,,,,,,,,,"219","45","798","172","5","0",,"2","F3FF16","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"BARFR01","2022-09-20T07:00:00","27.10","51.20",,,"1","4","0","0","6","2","1",,,,,,,,,"10072","2","7",,,,,,,,,,,"A",,,,,,,,,"219","71","992","114","5","0",,"2","FFFF1F","1AAAA1AAAA8AA1",,,,,,,,,,,,,"4",,
"EUMDE60","2022-09-20T07:00:00","25.16","54.85",,,"1","5","2","5","7","0","1",,,,,,,,,"10071","2","6","8","362",,,"227",,,,,,,,,,,,,,,"219","54","798","172","5","0",,"2","F3FF14","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"KSFF","2022-09-20T07:00:00","25.40","54.00",,,"1","5","2","5","6","4","1",,,,,,,,,"10053","0","1","8","342",,"287","270",,,,,"A",,"A","A",,,,,,,"219","54","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"TBWUK78","2022-09-20T07:00:00","26.30","56.80",,,"1","5","2","5","8","4","1",,,,,,,,,"10081","0","4","8","315",,"286","277",,,,,"A",,"A","A",,,,,,,"219","66","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WDJ4009","2022-09-20T07:00:00","26.10","50.70",,,"1","5","2","5","5","2","1",,,,,,,,,"10062","1","7","8",,,"315","280",,,,,"A",,"A","A",,,,,,,"219","60","798","172","5","1","2","2","F7FF11","1AAAA1666A8AA1",,"5",,,,,,,,,,,,,
"WGAH","2022-09-20T07:00:00","24.50","56.60",,,"1","5","2","5","9","0","1",,,,,,,,,"10075","8","1","8","313",,"287","279",,,,,"A",,"A","A",,,,,,,"219","46","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-20T07:00:00","26.10","50.70",,,"1","5","2","5","9","0","1",,,,,,,,,"10065","0","6","8","335",,"290","275",,,,,"A",,"A","A",,,,,,,"219","60","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"BARFR01","2022-09-20T07:55:00","27.13","51.04",,,"1","5","2","5","6","2","1",,,,,,,,,"10069","2","0",,,,,,,,,,,,,,,,,,,,"219","71","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA7",,"5",,,,,,,,,,,,,
"4LT7HSM","2022-09-20T08:00:00","24.98","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10058","7","8","8","390",,,,,,,,,,,,,,,,,,"219","45","798","172","5","0",,"2","F5FF16","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"C6WN8","2022-09-20T08:00:00","25.30","54.80",,,"1","6","2","5","5","2","1",,"140","4","21","1","97",,"0","10052","0",,"8","340","0","280","257",,"330","3","2","1","7","A","1",,"4","1","2","8","2","219","54","798","172","5","1","2","2","111111","111A1111111117",,"5",,"0",,,,,,,,,,,
"EUMDE60","2022-09-20T08:00:00","25.16","54.85",,,"1","5","2","5","7","0","1",,,,,,,,,"10064","7","6","8","388",,,"238",,,,,,,,,,,,,,,"219","54","798","172","5","0",,"2","F5FF14","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"HPAK","2022-09-20T08:00:00","23.70","59.10",,,"1","6","2","5","7","4","1",,"70","4","72","1","98","3","2","10082","1","10","8","310","0","270","257",,"300","4","4","6","3","6","A",,"9","3",,,,"219","39","798","172","5","0",,"2","112111","111111111111A1",,"5",,"2",,,,,,,,,,,
"KSFF","2022-09-20T08:00:00","25.60","53.70",,,"1","5","2","5","7","4","1",,,,,,,,,"10048","8","6","8","366",,"295","273",,,,,"A",,"A","A",,,,,,,"219","53","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"TBWUK78","2022-09-20T08:00:00","26.50","56.60",,,"1","5","2","5","8","4","1",,,,,,,,,"10073","8","9","8","307",,"284","277",,,,,"A",,"A","A",,,,,,,"219","66","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WDJ4009","2022-09-20T08:00:00","26.10","50.70",,,"1","5","2","5","5","1","1",,,,,,,,,"10059","8","0","8",,,"309","276",,,,,"A",,"A","A",,,,,,,"219","60","798","172","5","1","2","2","F7FF11","1AAAA1111A8AA7",,"5",,,,,,,,,,,,,
"WGAH","2022-09-20T08:00:00","24.50","56.60",,,"1","5","2","5","9","0","1",,,,,,,,,"10066","8","13","8","313",,"287","279",,,,,"A",,"A","A",,,,,,,"219","46","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-20T08:00:00","26.10","50.70",,,"1","5","2","5","9","0","1",,,,,,,,,"10061","8","2","8","343",,"295","281",,,,,"A",,"A","A",,,,,,,"219","60","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"BARFR01","2022-09-20T08:55:00","27.12","50.85",,,"1","5","2","5","6","2","1",,,,,,,,,"10066","7","8",,,,,,,,,,,,,,,,,,,,"219","70","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1",,"5",,,,,,,,,,,,,
"4LT7HSM","2022-09-20T09:00:00","24.98","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10048","7","20","8",,,,,,,,,,,,,,,,,,,"219","45","798","172","5","0",,"2","F7FF16","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"EUMDE60","2022-09-20T09:00:00","25.16","54.85",,,"1","5","2","5","5","0","1",,,,,,,,,"10055","7","17","8","368",,,"238",,,,,,,,,,,,,,,"219","54","798","172","5","0",,"2","F3FF12","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"KSFF","2022-09-20T09:00:00","25.70","53.40",,,"1","5","2","5","7","4","1",,,,,,,,,"10040","8","13","8","375",,"307","287",,,,,"A",,"A","A",,,,,,,"219","53","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"TBWUK78","2022-09-20T09:00:00","26.50","56.30",,,"1","5","2","5","7","3","1",,,,,,,,,"10056","8","27","8","303",,"286","281",,,,,"A",,"A","A",,,,,,,"219","66","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WGAH","2022-09-20T09:00:00","24.60","56.70",,,"1","5","2","5","1","1","1",,,,,,,,,"10057","8","22","8","337",,"295","282",,,,,"A",,"A","A",,,,,,,"219","46","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
