"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","IND_FOR_PRECIP"
"V7OE5","2016-09-18T00:00:00","25.90","51.70",,,"1","4","0","0","0","0","1","1","0","270","4","51",,"98","2","2","10032","6",,"0","314","0","305","303","3",,"3","3","1","2","4","5",,,,"0",,,"219","51","992","114","5","1","2","1","711111","11111111111A37",,"1","2","0",,,"4"
"V7OE6","2016-09-18T00:00:00","26.30","55.50",,,"1","4","0","0","6","4","1","1","0","230","3","77",,"97","2","2","10029","1","1","0","320","0","300","293","3","300","8","6","7","3","1","A",,"4","2","20","3","2","219","65","992","114","5","1","2","1","111111","11111111111111",,"1","2",,,,"4"
"VQHO7","2016-09-18T00:00:00","23.80","59.70",,,"1","4","0","0","2","3","1","1","0","180","3","31",,"98","2","0","10034","4","0","0","274","0","262","257","1","276","1","0","0","9","0","5",,,,,,,"219","39","992","114","5","1","2","1","111111","11111111111AA1",,"1","0",,,,"4"
"V7OE5","2016-09-18T04:00:00","25.80","51.70",,,"1","4","0","0","0","0","1","1","0","250","4","72",,"98","2","0","10044","2","10","0","330","0","320","317","3","371","2","2","1","2","4","5",,"1","2",,,,"219","51","992","114","5","1","2","2","513111","111111111111A1",,"1","0",,,,"4"
"VQHO7","2016-09-18T04:00:00","23.80","59.60",,,"1","4","0","0","6","3","1","1","0","90","3","41",,"97","2","0","10088","2","1","0","285","0","265","257","1","279","0","0","0","9","0","0",,"2","1","15","7","3","219","39","992","114","5","1","2","2","111111","11111111111111",,"1","0",,,,"4"
"V7OE5","2016-09-18T09:00:00","25.80","51.70",,,"1","4","0","0","0","0","1","1","0","350","4","36",,"97","2","0","10048","1","4","0","342","0","340","340","3","381","4","4","2","0","4","2",,"3","0",,,,"219","51","992","114","5","1","2","2","511113","111111111111A1",,"1","0",,,,"4"
"A8MW8","2016-09-18T12:00:00","24.60","59.20",,,"1","4","0","0","6","3","1","1","0",,"4",,,"98","2","0","10060","4","0","0","300","0","270","260","3","330","4","3","4","5","4","4",,"1","1",,,,"219","49","992","114","5","1","2","2","11FF11","111111111111A1",,"1","0",,,,"4"
"V7OE5","2016-09-18T12:00:00","25.80","51.70",,,"1","4","0","0","0","0","1","1","0","360","4","36",,"98","2","2","10030","6",,"0","361","0","360","360","3",,"3","3","1","0","8","1",,,,"0",,,"219","51","992","114","5","1","2","2","711113","11111111111A37",,"1","2","0",,,"4"
"V7OE6","2016-09-18T12:00:00","26.10","52.50",,,"1","4","0","0","6","4","1","1","0","330","3","31",,"97","2","2","10028","7","17","0","350","0","290","268","3","320","6","5","7","2","1","A",,"4","2","31","3","0","219","62","992","114","5","1","2","2","111111","11111111111111",,"1","2",,,,"4"
"WLMQ","2016-09-18T12:00:00","27.00","52.30",,,"1","4","0","0","3","4",,"1","0","10","4","21",,"97","5","0","10026","7","9","0","340","0","300","286","1","338","0","0","0","9","0","0",,"1","1","0",,,"219","72","992","114","5","1","2","2","111111","11111111111131",,"1","0","0",,,"4"
"TBWUK74","2016-09-18T13:00:00","25.40","56.80",,,"1","4","0","0","0","0",,"1","0","130","4","21",,"97","2",,"10037","5","3","0","330","0","290","276","1","330","0","0","A","9","A","A",,"5","1","0",,,"219","56","992","114","5","1","2","2","111111","1111A111111131",,"1",,"0",,,"4"
"V7OE5","2016-09-18T16:00:00","25.80","51.70",,,"1","4","0","0","0","0","1","1","0","10","4","21",,"98","2","0","10034","4","0","0","330","0","320","317","3","372","2","2","1","2","4","5",,"1","1",,,,"219","51","992","114","5","1","2","1","511111","111111111111A1",,"1","0",,,,"4"
"A8MW8","2016-09-18T18:00:00","25.00","57.90",,,"1","4","0","0","6","3","1","1","0","140","4","31",,"97","2","0","10050","2","10","0","280","0","250","239","3","350","4","3","4","5","4","4",,"1","1",,,,"219","57","992","114","5","1","2","1","311111","111111111111A1",,"1","0",,,,"4"
"WLMQ","2016-09-18T18:00:00","25.70","53.60",,,"1","4","0","0","3","4",,"1","0","280","4","21",,"97","2","2","10037","2","10","0","310","0","280","269",,,"0","0","0","9","0","0",,"2","1",,,,"219","53","992","114","5","1","2","1","F11111","111111111A11A1",,"1","2",,,,"4"
"V7OE5","2016-09-18T20:00:00","25.80","51.70",,,"1","4","0","0","0","0","1","1","0","140","4","10",,"97","2","0","10038","1","4","0","315","0","313","312","3","374","4","4","1","0","4","2",,"2","0",,,,"219","51","992","114","5","1","2","1","511113","111111111111A1",,"1","0",,,,"4"
"V7OE6","2016-09-18T21:00:00","25.90","51.70",,,"1","4","0","0","0","0","1","1","0","361","3","0",,"97","2","2","10038","8","3","0","320","0","290","279","3","330","6","5","7","2","1","A",,"0","0","0",,,"219","51","992","114","5","1","2","1","111111","11111111111331",,"1","2","0",,,"4"
"ATMG","2016-09-19T00:00:00","24.70","58.10",,,"1","4","0","0","3","0",,"1","0",,"1",,,"97","2","0","10065","0","2","0","300",,,"270","1","305","4","4","A","4","A","A",,,,,,,"219","48","992","114","5","1","2","1","111611","1111111A111AA1",,"1","1",,,,"4"
"V7OE5","2016-09-19T00:00:00","25.80","51.70",,,"1","4","0","0","0","0","1","1","0","320","4","36",,"98","2","2","10034","0",,"0","323","0","315","313","3",,"3","3","1","2","8","5",,,,"0",,,"219","51","992","114","5","1","2","1","711113","11111111111A37",,"1","2","0",,,"4"
"VQHO7","2016-09-19T00:00:00","24.10","58.60",,,"1","4","0","0","6","3","1","1","0","330","3","31",,"97","2","0","10042","4","0","0","295","0","270","260","1","306","0","0","0","9","0","0",,"3","1",,,,"219","48","992","114","5","1","2","1","111111","111111111111A1",,"1","0",,,,"4"
"TBWUK47","2016-09-19T04:00:00","25.20","56.50",,,"1","4","0","0","0","0",,"1","0","110","4","72",,"98","1","2","10076","3","15","0","300","0","270","258","3","320","3","3","1","2","A","1",,"2","1","0",,,"219","56","992","114","5","1","2","2","111111","11111111111131",,"1","2","0",,,"4"
"V7OE5","2016-09-19T04:00:00","25.80","51.70",,,"1","4","0","0","0","0","1","1","0","40","4","41",,"98","2","0","10043","2","10","0","350","0","340","338","3","375","2","2","1","2","4","5",,"1","1",,,,"219","51","992","114","5","1","2","2","511111","111111111111A1",,"1","0",,,,"4"
"TBWUK47","2016-09-19T07:00:00","25.20","56.50",,,"1","4","0","0","0","0",,"1","0","120","4","67",,"98","5","0","10081","0","6","0","310","0","270","254","3","320","0","0","A","9","A","A",,"5","1","5","5","1","219","56","992","114","5","1","2","2","111111","11111111111111",,"1","0",,,,"4"
"V7OE6","2016-09-19T07:00:00","25.90","51.70",,,"1","4","0","0","0","0","1","1","0","140","3","15",,"97","2","2","10056","5","2","0","370","0","310","290","3","338","6","5","1","6","4","0",,"2","1","34","2","0","219","51","992","114","5","1","2","2","131111","11111111111111",,"1","2",,,,"4"
"TBWUK80","2016-09-19T08:00:00","25.80","51.70",,,"1","4","0","0","0","0",,"1","0","220","4","15",,"97","2",,"10061","1","10",,,,,,,,"0","0","0","9","0","0",,"0","0","0",,,"219","51","992","114","5","1","2","2","FF111F","1111A1AAAA1131",,"1",,"0",,,"4"
"C6BW3","2016-09-19T09:00:00","24.00","59.70",,,"1","4","0","0","2","3",,"1","0","140","4","98",,"98",,,"10110","4","0","0","300","0","270","260",,,"0",,,"A",,,,,"4","18",,"3","219","49","992","114","5","1","2","2","F11111","111AA1111A1331",,"3",,,,,"4"
"V7OE5","2016-09-19T09:00:00","25.80","51.70",,,"1","4","0","0","0","0","1","1","0","130","4","21",,"97","2","0","10052","1","9","0","375","0","373","373","3","378","3","3","2","0","6","4",,"2","0",,,,"219","51","992","114","5","1","2","2","531113","111111111111A1",,"1","0",,,,"4"
"V7OE5","2016-09-19T12:00:00","25.80","51.70",,,"1","4","0","0","0","0","1","1","0","20","4","51",,"97","2","2","10031","5",,"0","373","0","369","368","3",,"3","3","1","1","8","5",,,,"0",,,"219","51","992","114","5","1","2","2","731113","11111111111A37",,"1","2","0",,,"4"
"TBWUK52","2016-09-19T13:00:00","24.00","59.40",,,"1","4","0","0","3","4",,"1","0","140","3","41",,"97","5","0","10042","5","3","0","280","0","255","244","3","287","0","0","0","9","0","0",,"3","1","33","10","1","219","49","992","114","5","1","2","2","111111","11111111111111",,"1","0",,,,"4"
"TBWUK80","2016-09-19T13:00:00","25.80","51.70",,,"1","4","0","0","0","0",,"1","0","10","4","72",,"98","2","0","10042","5","2","0","360","0","280","248","1","365","1","1","1","6","0","0",,"5","1",,,,"219","51","992","114","5","1","2","2","311211","111111111111A1",,"1","0",,,,"4"
"V7OE5","2016-09-19T16:00:00","25.80","51.70",,,"1","4","0","0","0","0","1","1","0","10","4","98",,"98","2","0","10043","2","10","0","350","0","330","325","3",,"2","2","1","4","4","5",,"1","1",,,,"219","51","992","114","5","1","2","1","711411","111111111111A1",,"1","0",,,,"4"
"VQHO7","2016-09-19T16:00:00","24.20","58.70",,,"1","4","0","0","7","3","1","1","0","130","3","46",,"97","2","0","10052","2","1","0","276","0","260","253","1","306",,,,"A",,,,,,,,,"219","48","992","114","5","1","2","1","111111","11111111118AA1",,"1","0",,,,"4"
"A8KM8","2016-09-19T18:00:00","26.10","54.80",,,"1","4","0","0","2","3",,"1","0","90","4","15",,"97","1","2","10050","4","0","0","300","0","260","246",,,"2","1","A","A","A","8",,"99",,,,,"219","64","992","114","5","1","2","1","F11111","111111111A17A1",,"1","2",,,,"4"
"A8MW8","2016-09-19T18:00:00","26.60","56.50",,,"1","4","0","0","6","3","1","1","0","160","4","93",,"97","2","0","10050","4","0","0","280","0","250","239","3","340","4","3","4","5","4","4",,"1","4",,,,"219","66","992","114","5","1","2","1","111111","111111111111A1",,"1","0",,,,"4"
"V7OE5","2016-09-19T20:00:00","25.80","51.70",,,"1","4","0","0","0","0","1","1","0","340","4","93",,"97","2","0","10053","1","9","0","342","0","323","318","3","381","4","4","2","4","4","2",,"5","2",,,,"219","51","992","114","5","1","2","1","511411","111111111111A1",,"1","0",,,,"4"
"V7OE6","2016-09-19T20:00:00","25.90","51.70",,,"1","4","0","0","0","0","1","1","0","340","3","108",,"97","1","1","10055","0","5","0","330","0","270","246","3","310","6","5","1","6","4","0",,"1","2","34","4","1","219","51","992","114","5","1","2","1","111411","11111111111111",,"1","1",,,,"4"
"ATMG","2016-09-20T00:00:00","25.00","58.00",,,"1","4","0","0","0","1",,"1","0",,"1",,,"97","2","0","10065","1","0","0","300",,,"270","1","304","5","5","A","4","A","A",,,,,,,"219","58","992","114","5","1","2","1","111611","1111111A111AA7",,"1","1",,,,"4"
"V7OE5","2016-09-20T00:00:00","25.80","51.70",,,"1","4","0","0","0","0","1","1","0","320","4","87",,"97","2","2","10046","5",,"0","338","0","331","329","3","376","3","3","1","2","8","1",,,,"0",,,"219","51","992","114","5","1","2","1","511113","11111111111A37",,"1","2","0",,,"4"
"VQHO7","2016-09-20T00:00:00","24.50","57.90",,,"1","4","0","0","3","3","1","1","0","50","3","51",,"97","2","1","10050","8","2","0","292","0","270","261","1","306","4","4","2","4","A","A",,"3","1",,,,"219","47","992","114","5","1","2","1","111111","111111111111A1",,"1","1",,,,"4"
"AUTV","2016-09-20T03:00:00","25.00","56.90",,,"1","4","0","0","3","0",,"1","0","140","3","93",,"99","2","0","10071","1","1","0","300",,,"200","1","320","2","2","8","4","A","A",,,,,,,"219","56","992","114","5","1","2","2","111311","1111111A111AA1",,"1","0",,,,"4"
"V7OE5","2016-09-20T04:00:00","25.80","51.70",,,"1","4","0","0","0","0","1","1","0","340","4","98",,"98","2","0","10054","2","10","0","340","0","330","328","3","381","2","2","1","2","4","5",,"2","5","33","2","3","219","51","992","114","5","1","2","2","511411","11111111111111",,"1","0",,,,"4"
"TBWUK80","2016-09-20T08:00:00","25.80","51.80",,,"1","4","0","0","0","0",,"1","0","330","4","113",,"97","2","0","10067","0","1","0","370","0",,,"1","360","0","0","0","9","0","0",,"4","1","32","4","1","219","51","992","114","5","1","2","2","331416","14111111111411",,"1","0",,,,"4"
"V7OE5","2016-09-20T08:00:00","25.80","51.70",,,"1","4","0","0","0","0","1","1","0","340","4","93",,"97","2","0","10072","2","18","0","355","0","331","325","3","380","4","4","2","4","4","1",,"5","2",,,,"219","51","992","114","5","1","2","2","511411","111111111111A1",,"1","0",,,,"4"
"V7OE6","2016-09-20T08:00:00","25.90","51.70",,,"1","4","0","0","0","0","1","1","0","340","3","103",,"97","1","0","10069","0","6","0","360","0","310","294","3","300","6","4","5","5","4","0",,"1","1","34","4","1","219","51","992","114","5","1","2","2","111411","11111111111111",,"1","0",,,,"4"
"V7OE5","2016-09-20T12:00:00","25.80","51.70",,,"1","4","0","0","0","0","1","1","0","320","4","67",,"97","2","2","10047","5",,"0","353","0","349","348","3",,"3","3","1","1","4","1",,,,"0",,,"219","51","992","114","5","1","2","2","711113","11111111111A37",,"1","2","0",,,"4"
"WLMQ","2016-09-20T12:00:00","25.20","56.80",,,"1","4","0","0","4","3",,"1","0","100","4","51",,"96","5","0","10035","7","17","0","298","0","266","253","1","307","0","0","0","9","0","0",,"1","1","0",,,"219","56","992","114","5","1","2","2","111111","11111111111131",,"1","0","0",,,"4"
"TBWUK47","2016-09-20T16:00:00","25.50","56.80",,,"1","4","0","0","0","0",,"1","0","280","4","36",,"98","1","1","10055","3","12","0","295","0","275","267","3","320","3","3","1","3","A","1",,"99",,,,,"219","56","992","114","5","1","2","1","111111","111111111117A1",,"1","1",,,,"4"
"V7OE5","2016-09-20T16:00:00","25.80","51.70",,,"1","4","0","0","0","0","1","1","0","320","4","98",,"98","2","0","10044","4","0","0","330","0","320","317","3","374","2","2","1","2","4","5",,"2","5","32","2","4","219","51","992","114","5","1","2","1","513211","11111111111111",,"1","0",,,,"4"
"A8KM8","2016-09-20T18:00:00","24.20","59.50",,,"1","4","0","0","3","3",,"1","0","90","4","36",,"98","2","0","10050","4","0","0","270","0","240","228",,,"4",,,"A",,,,,,,,,"219","49","992","114","5","1","2","1","F11111","111111111A1AA1",,"1","0",,,,"4"
"WLMQ","2016-09-20T18:00:00","24.70","58.20",,,"1","4","0","0","3","3",,"1","0","180","4","5",,"98","2","2","10050","2","9","0","290","0","270","262",,,"0","0","0","9","0","0",,,,,,,"219","48","992","114","5","1","2","1","F11111","111111111A1AA1",,"1","2",,,,"4"
"V7OE5","2016-09-20T20:00:00","25.80","51.70",,,"1","4","0","0","0","0","1","1","0","340","4","77",,"97","2","0","10047","1","3","0","325","0","285","273","3","371","4","4","2","5","4","2",,"4","1",,,,"219","51","992","114","5","1","2","1","511211","111111111111A1",,"1","0",,,,"4"
"WLMQ","2016-09-20T23:00:00","24.10","59.80",,,"1","4","0","0","2","3",,"1","0","120","4","26",,"97","5","0","10047","2","1","0","268","0","258","254",,,"1","1","1","2","0","0",,"1","0",,,,"219","49","992","114","5","1","2","1","F11111","111111111A11A1",,"1","0",,,,"4"
"ATMG","2016-09-21T00:00:00","25.20","56.50",,,"1","4","0","0","0","0",,"1","0","180","1","40",,"97","2","0","10065","1","65","0","300",,,"270","1","308","4","4","A","4","A","A",,,,,,,"219","56","992","114","5","1","2","1","111111","1111111A111AA1",,"1","1",,,,"4"
"V7OE5","2016-09-21T00:00:00","25.80","51.70",,,"1","4","0","0","0","0","1","1","0","340","4","103",,"97","2","2","10046","6",,"0","326","0","317","315","3","369","3","3","1","2","7","5",,,,"0",,,"219","51","992","114","5","1","2","1","511411","11111111111A37",,"1","2","0",,,"4"
"TBWUK74","2016-09-21T02:00:00","25.80","51.70",,,"1","4","0","0","0","0",,"1","0","320","4","62",,"97","2",,"10053","3","5","0","320","0","260","234","1","350","0","0","A","9","A","A",,"6","1","34","8","2","219","51","992","114","5","1","2","1","111111","1111A111111111",,"1",,,,,"4"
"V7OE5","2016-09-21T04:00:00","25.80","51.70",,,"1","4","0","0","0","0","1","1","0","340","4","93",,"98","2","0","10054","4","0","0","340","0","310","302","3","374","2","2","1","4","4","5",,"2","4","35","2","3","219","51","992","114","5","1","2","2","511411","11111111111111",,"1","0",,,,"4"
"TBWUK80","2016-09-21T08:00:00","25.80","51.80",,,"1","4","0","0","0","0",,"1","0","350","4","62",,"97","2","0","10062","0","1","0","380","0","260","204","1","350","0","0","0","9","0","0",,"4","1","0",,,"219","51","992","114","5","1","2","2","151114","11111111111131",,"1","0","0",,,"4"
"V7OE6","2016-09-21T08:00:00","25.90","51.70",,,"1","4","0","0","0","0","1","1","0","340","3","87",,"98","1","2","10060","1",,"0","350","0","260","220","3","331","6","4","5","5","4","0",,"4","2","32","4","3","219","51","992","114","5","1","2","2","111212","11111111111117",,"1","2",,,,"4"
"AMOHK01","2016-09-21T09:00:00","20.10","59.20",,,"1","4","0","0",,,,"1",,,,,,,,,"10081",,,"0","276",,,"226",,,,,,"A",,,,,,,,,"219","9","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-21T10:00:00","20.20","59.30",,,"1","4","0","0",,,,"1",,,,,,,,,"10075",,,"0","274",,,"229",,,,,,"A",,,,,,,,,"219","9","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"TBWUK78","2016-09-21T10:00:00","25.20","56.40",,,"1","4","0","0","0","0",,"1","0","80","3","41",,"97","5","0","10054","6","21","0","306","0","276","265",,"312","3","0","0","9","0","7",,"3","0","8","3","1","219","56","992","114","5","1","2","2","111111","11111111111111",,"1","0",,,,"4"
"AMOHK01","2016-09-21T11:00:00","20.40","59.50",,,"1","4","0","0",,,,"1",,,,,,,,,"10069",,,"0","271",,,"228",,,,,,"A",,,,,,,,,"219","9","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"TBWUK80","2016-09-21T11:00:00","25.80","51.80",,,"1","4","0","0","0","0",,"1","0","330","4","98",,"98","2","0","10050","7","16","0","350","0","260","220","1","352","0","0","0","9","0","0",,"5","2","34","10","1","219","51","992","114","5","1","2","2","111412","11111111111111",,"1","0",,,,"4"
"2ICH7","2016-09-21T12:00:00","26.30","56.70",,,"1","4","0","0","7","3",,"1","0","240","4","21",,"97","3","0","10101","7","13","0","315","0","275","259","1","293","4",,"5","5","4","2",,"3","2",,,,"219","66","992","114","5","1","2","2","111111","111111111111A1",,"1","0",,,,"4"
"AMOHK01","2016-09-21T12:00:00","20.50","59.60",,,"1","4","0","0",,,,"1",,,,,,,,,"10066",,,"0","266",,,"226",,,,,,"A",,,,,,,,,"219","9","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"PCIH","2016-09-21T12:00:00","25.00","59.10",,,"1","4","0","0","6","4","1","1","0","280","3","46",,"97","5","0","10044","8","18","0","290","0","260","249",,,"0","0","0","9","0","0",,"3","3","16","8","2","219","59","992","114","5","1","2","2","F11111","111111111A1111",,"1","0",,,,"4"
"V7OE5","2016-09-21T12:00:00","25.80","51.70",,,"1","4","0","0","0","0","1","1","0","340","4","103",,"97","2","2","10049","6",,"0","358","0","351","349","3",,"3","3","1","2","4","4",,,,"0",,,"219","51","992","114","5","1","2","2","711413","11111111111A37",,"1","2","0",,,"4"
"VRME6","2016-09-21T12:00:00","20.40","59.50",,,"1","4","0","0","1","2",,"1","0","210","4","77",,"98",,"1","10072","6","10","0","280","0","260","252","3","280","4","2","2","4","7","0",,"3","1","19","3","1","219","9","992","114","5","1","2","2","111111","111A1111111111",,"1","1",,,,"4"
"AMOHK01","2016-09-21T14:00:00","20.80","59.80",,,"1","4","0","0",,,,"1",,,,,,,,,"10076",,,"0","260",,,"227",,,,,,"A",,,,,,,,,"219","9","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"TBWUK47","2016-09-21T19:00:00","25.50","56.80",,,"1","4","0","0","0","0",,"1","0","180","4","15",,"98","5","2","10064","0","0","0","300","0","280","273","3","320","9",,,"A",,,,,,,,,"219","56","992","114","5","1","2","1","111111","11111111113AA1",,"1","2",,,,"4"
"V7OE5","2016-09-21T20:00:00","25.80","51.70",,,"1","4","0","0","0","0","1","1","0","360","4","62",,"97","2","0","10057","1","2","0","315","0","280","269","3","371","4","4","1","4","4","2",,"4","1",,,,"219","51","992","114","5","1","2","1","511111","111111111111A1",,"1","0",,,,"4"
"V7OE6","2016-09-21T20:00:00","25.90","51.70",,,"1","4","0","0","0","0","1","1","0","340","3","62",,"98","2","0","10062","0","11","0","320","0","260","234","3","310","4","2","1","6","4","1",,"3","2","17","4","2","219","51","992","114","5","1","2","1","111111","11111111111111",,"1","0",,,,"4"
"ATMG","2016-09-22T00:00:00","25.20","56.50",,,"1","4","0","0","0","0",,"1","0","150","1","60",,"97","3","0","10065","0","3","0","320",,,"290","1","311","6","6","A","4","A","A",,,,,,,"219","56","992","114","5","1","2","1","111111","1111111A111AA1",,"1","2",,,,"4"
"V7OE5","2016-09-22T00:00:00","25.80","51.70",,,"1","4","0","0","0","0","1","1","0","340","4","51",,"97","2","2","10061","0",,"0","313","0","278","267","3","368","3","3","1","4","8","1",,,,"0",,,"219","51","992","114","5","1","2","1","511111","11111111111A37",,"1","2","0",,,"4"
"VRME6","2016-09-22T00:00:00","22.70","59.90",,,"1","4","0","0","7","3",,"1","0","200","4","93",,"98",,"0","10043","6","20","0","220","0","210","205","3","280",,,,"A",,,,"4","2","23","4","2","219","29","992","114","5","1","2","1","141111","111A1111118111",,"1","0",,,,"4"
"AMOHK01","2016-09-22T01:00:00","22.90","59.90",,,"1","4","0","0",,,,"1",,,,,,,,,"10067",,,"0","257",,,"229",,,,,,"A",,,,,,,,,"219","29","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-22T02:00:00","23.00","59.70",,,"1","4","0","0",,,,"1",,,,,,,,,"10073",,,"0","264",,,"235",,,,,,"A",,,,,,,,,"219","39","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-22T03:00:00","23.10","59.60",,,"1","4","0","0",,,,"1",,,,,,,,,"10076",,,"0","278",,,"251",,,,,,"A",,,,,,,,,"219","39","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"TBWUK74","2016-09-22T03:00:00","25.80","51.70",,,"1","4","0","0","0","0",,"1","0","330","4","51",,"97","2",,"10071","1","8","0","320","0","270","250","1","350","0","0","A","9","A","A",,"6","1","35","8","2","219","51","992","114","5","1","2","2","111111","1111A111111111",,"1",,,,,"4"
"AMOHK01","2016-09-22T04:00:00","23.20","59.40",,,"1","4","0","0",,,,"1",,,,,,,,,"10082",,,"0","287",,,"247",,,,,,"A",,,,,,,,,"219","39","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-22T05:00:00","23.30","59.30",,,"1","4","0","0",,,,"1",,,,,,,,,"10084",,,"0","287",,,"246",,,,,,"A",,,,,,,,,"219","39","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"A8MW8","2016-09-22T06:00:00","25.80","56.60",,,"1","4","0","0","4","3","1","1","0","150","4","41",,"97","5","0","10090","2","30","0","290","0","260","249","3","340","4","3","4","5","4","4",,"1","1",,,,"219","56","992","114","5","1","2","2","111111","111111111111A1",,"1","0",,,,"4"
"AMOHK01","2016-09-22T06:00:00","23.50","59.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10085",,,"0","286",,,"255",,,,,,"A",,,,,,,,,"219","39","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"VRME6","2016-09-22T06:00:00","23.40","59.00",,,"1","4","0","0","7","3",,"1","0","50","4","26",,"97","5","0","10073","1","12","0","300","0","280","273","3","292","3","1","6","2","1","7",,"99",,,,,"219","39","992","114","5","1","2","2","111111","111111111117A1",,"1","0",,,,"4"
"AMOHK01","2016-09-22T07:00:00","23.60","58.90",,,"1","4","0","0",,,,"1",,,,,,,,,"10081",,,"0","295",,,"256",,,,,,"A",,,,,,,,,"219","38","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"TBWUK47","2016-09-22T07:00:00","25.50","56.80",,,"1","4","0","0","0","0",,"1","0","140","4","15",,"97","5","1","10092","0","0","0","330","0","280","261","3","320","9",,,"A",,,,"5","1","0",,,"219","56","992","114","5","1","2","2","111111","11111111113131",,"1","1","0",,,"4"
"TBWUK80","2016-09-22T07:00:00","25.80","51.70",,,"1","4","0","0","0","0",,"1","0","30","4","31",,"97","2","2","10082","0","12","0",,"0","300","256","1","350","0","0","0","9","0","0",,"0","0",,,,"219","51","992","114","5","1","2","2","171114","111111111111A1",,"1","2",,,,"4"
"AMOHK01","2016-09-22T08:00:00","23.70","58.80",,,"1","4","0","0",,,,"1",,,,,,,,,"10076",,,"0","290",,,"255",,,,,,"A",,,,,,,,,"219","38","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-22T09:00:00","23.80","58.60",,,"1","4","0","0",,,,"1",,,,,,,,,"10070",,,"0","294",,,"256",,,,,,"A",,,,,,,,,"219","38","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-22T10:00:00","23.90","58.50",,,"1","4","0","0",,,,"1",,,,,,,,,"10066",,,"0","294",,,"258",,,,,,"A",,,,,,,,,"219","38","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-22T11:00:00","24.00","58.30",,,"1","4","0","0",,,,"1",,,,,,,,,"10063",,,"0","297",,,"256",,,,,,"A",,,,,,,,,"219","48","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"TBWUK78","2016-09-22T11:00:00","25.20","56.40",,,"1","4","0","0","0","0",,"1","0","120","3","46",,"97","5","0","10065","7","19","0","311","0","275","261",,"315","4","4","6","2","A","A",,"3","1","0",,,"219","56","992","114","5","1","2","2","111111","11111111111131",,"1","0","0",,,"4"
"AMOHK01","2016-09-22T12:00:00","24.20","58.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10062",,,"0","296",,,"254",,,,,,"A",,,,,,,,,"219","48","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"TBWUK80","2016-09-22T12:00:00","25.80","51.70",,,"1","4","0","0","0","0",,"1","0","30","4","15",,"98","2","0","10058","8","7","0","340","0","335","334","1","351","0","0","0","9","0","0",,"0","0","34","7","1","219","51","992","114","5","1","2","2","111113","11111111111111",,"1","0",,,,"4"
